"ssvid","ais_imo","poor_id","vessel_id","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_id","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","vessel_id_1","npg_2026_phase_1","npg_2026_phase_2","vv_url"
"412549493","8573156",FALSE,"2d2b850bf-f0b7-e902-2ca4-3d0725dfd404","FU YUAN YU 8287","BZW7Z","CHN","fishing","fishing","412549493-2d2b850bf-f0b7-e902-2ca4-3d0725dfd404-019d80990c18",2026-04-12 07:30:07,"KOR","BUSAN",4,18.67,0,11,17,"2d2b850bf-f0b7-e902-2ca4-3d0725dfd404",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2d2b850bf-f0b7-e902-2ca4-3d0725dfd404?&start=2026-03-01&end=2026-04-30"")"
"412549495","8573168",FALSE,"5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5","FUYUANYU8288","BZW8Z","CHN","fishing","fishing","412549495-5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5-019d76524b70",2026-04-10 07:36:38,"CHN","SHIDAO",4,20.67,0,7,14,"5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5?&start=2026-03-01&end=2026-04-30"")"
"412549496","8573170",FALSE,"b03025fa9-98c5-323b-8273-81da1edeb5f6","FUYUANYU8289","BZW9Z","CHN","fishing","fishing","412549496-b03025fa9-98c5-323b-8273-81da1edeb5f6-019d764c9298",2026-04-10 07:30:23,"CHN","SHIDAO",4,20.67,0,10,16,"b03025fa9-98c5-323b-8273-81da1edeb5f6",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b03025fa9-98c5-323b-8273-81da1edeb5f6?&start=2026-03-01&end=2026-04-30"")"
"412549497","9929156",FALSE,"26876cd96-6cfa-b355-a348-63995ebf558f","FUYUANYU8290","BZW4Z","CHN","fishing","fishing","412549497-26876cd96-6cfa-b355-a348-63995ebf558f-019d346a6080",2026-03-28 12:28:00,"CHN","SHIDAO",4,33.46,0,11,7,"26876cd96-6cfa-b355-a348-63995ebf558f",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/26876cd96-6cfa-b355-a348-63995ebf558f?&start=2026-03-01&end=2026-04-30"")"
"412549498","9929168",FALSE,"f1b303084-4fd6-4063-f4f2-3340564bc307","FUYUANYU8291","BZW1X","CHN","fishing","fishing","412549498-f1b303084-4fd6-4063-f4f2-3340564bc307-019d3e6e3c28",2026-03-30 11:08:25,"KOR","BUSAN",4,31.5,0,21,31,"f1b303084-4fd6-4063-f4f2-3340564bc307",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f1b303084-4fd6-4063-f4f2-3340564bc307?&start=2026-03-01&end=2026-04-30"")"
"412549507","9930997",FALSE,"38e7e78e4-46ea-a1c3-fd49-72cd64140842","FU YUAN YU 7008","BZU2D","CHN","fishing","fishing","412549507-38e7e78e4-46ea-a1c3-fd49-72cd64140842-019d3bdc46a8",2026-03-29 23:09:45,"CHN","SHIDAO",4,32,0,24,25,"38e7e78e4-46ea-a1c3-fd49-72cd64140842",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/38e7e78e4-46ea-a1c3-fd49-72cd64140842?&start=2026-03-01&end=2026-04-30"")"
"412549508","9930868",FALSE,"2ffd83caf-f9a5-24d6-5aef-859090b2c5c2","FU YUAN YU 7009","BZU3D","CHN","fishing","fishing","412549508-2ffd83caf-f9a5-24d6-5aef-859090b2c5c2-019d388ba890",2026-03-29 07:42:50,"CHN","SHIDAO",4,32.67,0,22,25,"2ffd83caf-f9a5-24d6-5aef-859090b2c5c2",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2ffd83caf-f9a5-24d6-5aef-859090b2c5c2?&start=2026-03-01&end=2026-04-30"")"
"412549509","9930870",FALSE,"669489d81-1c77-0e31-7b1e-41069a47ab3e","FU YUAN YU 7010","BZU4D","CHN","fishing","fishing","412549509-669489d81-1c77-0e31-7b1e-41069a47ab3e-019d3892d098",2026-03-29 07:50:39,"CHN","SHIDAO",4,32.67,0,22,30,"669489d81-1c77-0e31-7b1e-41069a47ab3e",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/669489d81-1c77-0e31-7b1e-41069a47ab3e?&start=2026-03-01&end=2026-04-30"")"
"412549511","9930882",FALSE,"4cf88a58e-ea57-81fb-1df7-bf9bb0c23453","FU YUAN YU 7011","BZU5D","CHN","fishing","fishing","412549511-4cf88a58e-ea57-81fb-1df7-bf9bb0c23453-019d388cbde8",2026-03-29 07:44:01,"CHN","SHIDAO",4,32.67,0,22,28,"4cf88a58e-ea57-81fb-1df7-bf9bb0c23453",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4cf88a58e-ea57-81fb-1df7-bf9bb0c23453?&start=2026-03-01&end=2026-04-30"")"
"412549512","9930894",FALSE,"e926d3ad6-6ace-207a-0c55-1d6dabeb28ad","FU YUAN YU 7012","BZU6D","CHN","fishing","fishing","412549512-e926d3ad6-6ace-207a-0c55-1d6dabeb28ad-019d389086a8",2026-03-29 07:48:09,"CHN","SHIDAO",4,32.67,0,22,26,"e926d3ad6-6ace-207a-0c55-1d6dabeb28ad",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e926d3ad6-6ace-207a-0c55-1d6dabeb28ad?&start=2026-03-01&end=2026-04-30"")"
"412549569","1033274",FALSE,"12c7004e3-346b-f730-d6e6-3cc53296b4ba","ZHOU YU 961","BZYW","CHN","fishing","fishing","412549569-12c7004e3-346b-f730-d6e6-3cc53296b4ba-019db4230c28",2026-04-22 07:41:29,"CHN","ZHOUSHAN",4,8.67,0,0,0,"12c7004e3-346b-f730-d6e6-3cc53296b4ba",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/12c7004e3-346b-f730-d6e6-3cc53296b4ba?&start=2026-03-01&end=2026-04-30"")"
"412549571","1033315",FALSE,"1e239f330-0430-689a-6d1a-dcb022de003a","ZHOU YU 962","BZYJ","CHN","fishing","squid_jigger","412549571-1e239f330-0430-689a-6d1a-dcb022de003a-019db4280d68",2026-04-22 07:46:57,"CHN","ZHOUSHAN",4,8.67,0,0,0,"1e239f330-0430-689a-6d1a-dcb022de003a",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1e239f330-0430-689a-6d1a-dcb022de003a?&start=2026-03-01&end=2026-04-30"")"
"412549572","1033327",FALSE,"81ab1db66-606a-c22b-11c3-2929172bf9ab","ZHOU YU 965","BZZG5","CHN","fishing","fishing","412549572-81ab1db66-606a-c22b-11c3-2929172bf9ab-019db420b680",2026-04-22 07:38:56,"CHN","ZHOUSHAN",4,8.67,0,0,0,"81ab1db66-606a-c22b-11c3-2929172bf9ab",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/81ab1db66-606a-c22b-11c3-2929172bf9ab?&start=2026-03-01&end=2026-04-30"")"
"412549573","1033212",FALSE,"646547279-9d22-cf21-46f5-2aa1cfe15e79","ZHOU YU 960","BZSD","CHN","fishing","fishing","412549573-646547279-9d22-cf21-46f5-2aa1cfe15e79-019db4251b80",2026-04-22 07:43:44,"CHN","ZHOUSHAN",4,8.67,0,0,0,"646547279-9d22-cf21-46f5-2aa1cfe15e79",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/646547279-9d22-cf21-46f5-2aa1cfe15e79?&start=2026-03-01&end=2026-04-30"")"
"412549575","1033339",FALSE,"1370d428f-f8ca-9b7d-305d-cbfc4e4b6a08","ZHOU YU 966","BZZG6","CHN","fishing","fishing","412549575-1370d428f-f8ca-9b7d-305d-cbfc4e4b6a08-019db41ef930",2026-04-22 07:37:02,"CHN","ZHOUSHAN",4,8.67,0,0,0,"1370d428f-f8ca-9b7d-305d-cbfc4e4b6a08",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1370d428f-f8ca-9b7d-305d-cbfc4e4b6a08?&start=2026-03-01&end=2026-04-30"")"
"412549576","1033341",FALSE,"df3721930-0f82-a984-06b5-8af92e5f8114","ZHOU YU 967","BZZG7","CHN","fishing","fishing","412549576-df3721930-0f82-a984-06b5-8af92e5f8114-019db419adb8",2026-04-22 07:31:15,"CHN","ZHOUSHAN",4,8.67,0,0,2,"df3721930-0f82-a984-06b5-8af92e5f8114",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/df3721930-0f82-a984-06b5-8af92e5f8114?&start=2026-03-01&end=2026-04-30"")"
"412549577","1033353",FALSE,"42f567cf2-2324-6ba1-ab5f-3a8fae34e330","ZHOUYU968","BZZG8","CHN","fishing","fishing","412549577-42f567cf2-2324-6ba1-ab5f-3a8fae34e330-019db45e57d8",2026-04-22 08:46:15,"CHN","ZHOUSHAN",4,8.63,0,0,0,"42f567cf2-2324-6ba1-ab5f-3a8fae34e330",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/42f567cf2-2324-6ba1-ab5f-3a8fae34e330?&start=2026-03-01&end=2026-04-30"")"
"412549597","1046398",FALSE,"47223ae45-5a3a-a9e2-6b02-5a9e5027202e","ZHOU YU 935","BZVF5","CHN","fishing","fishing","412549597-47223ae45-5a3a-a9e2-6b02-5a9e5027202e-019d8b19c0b0",2026-04-14 08:26:54,"CHN","ZHOUSHAN",4,16.63,0,3,3,"47223ae45-5a3a-a9e2-6b02-5a9e5027202e",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/47223ae45-5a3a-a9e2-6b02-5a9e5027202e?&start=2026-03-01&end=2026-04-30"")"
"412549598","1046477",FALSE,"3fea25309-991e-f480-8765-bd49fbdd1382","ZHOU YU 936","BZVF6","CHN","fishing","fishing","412549598-3fea25309-991e-f480-8765-bd49fbdd1382-019d8b04b210",2026-04-14 08:03:54,"CHN","ZHOUSHAN",4,16.63,0,4,6,"3fea25309-991e-f480-8765-bd49fbdd1382",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3fea25309-991e-f480-8765-bd49fbdd1382?&start=2026-03-01&end=2026-04-30"")"
"412549599","1046520",FALSE,"aab370ce6-656c-8836-d642-6e65a2503a2b","ZHOU YU 937","BZVF7","CHN","fishing","fishing","412549599-aab370ce6-656c-8836-d642-6e65a2503a2b-019db4389f98",2026-04-22 08:05:03,"CHN","ZHOUSHAN",4,8.63,0,0,0,"aab370ce6-656c-8836-d642-6e65a2503a2b",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aab370ce6-656c-8836-d642-6e65a2503a2b?&start=2026-03-01&end=2026-04-30"")"
"412549601","1046532",FALSE,"55a6ab640-0147-536b-157b-3b7586c1916f","ZHOUYU938","BZVF8","CHN","fishing","fishing","412549601-55a6ab640-0147-536b-157b-3b7586c1916f-019db45130a8",2026-04-22 08:31:53,"CHN","ZHOUSHAN",4,8.63,0,0,1,"55a6ab640-0147-536b-157b-3b7586c1916f",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/55a6ab640-0147-536b-157b-3b7586c1916f?&start=2026-03-01&end=2026-04-30"")"
"412549671","1103574",FALSE,"aea700663-3908-b61f-72e7-58522264c30f","ZHOU YU 939","BKUL","CHN","fishing","fishing","412549671-aea700663-3908-b61f-72e7-58522264c30f-019db44b8388",2026-04-22 08:25:41,"CHN","ZHOUSHAN",4,8.63,0,0,1,"aea700663-3908-b61f-72e7-58522264c30f",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aea700663-3908-b61f-72e7-58522264c30f?&start=2026-03-01&end=2026-04-30"")"
"412549672","1103586",FALSE,"99ad078e4-4d51-70c7-d630-a8e72b0f6c9c","ZHOU YU 940","BKUM","CHN","fishing","fishing","412549672-99ad078e4-4d51-70c7-d630-a8e72b0f6c9c-019db4187150",2026-04-22 07:29:54,"CHN","ZHOUSHAN",3,8.67,0,0,3,"99ad078e4-4d51-70c7-d630-a8e72b0f6c9c",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/99ad078e4-4d51-70c7-d630-a8e72b0f6c9c?&start=2026-03-01&end=2026-04-30"")"
"412549673","1103603",FALSE,"9c4795097-7e65-37aa-4fd7-4dc291d7e1a8","ZHOU YU 951","BKUM2","CHN","fishing","fishing","412549673-9c4795097-7e65-37aa-4fd7-4dc291d7e1a8-019d8b0d6c70",2026-04-14 08:13:26,"CHN","ZHOUSHAN",4,16.63,0,2,4,"9c4795097-7e65-37aa-4fd7-4dc291d7e1a8",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9c4795097-7e65-37aa-4fd7-4dc291d7e1a8?&start=2026-03-01&end=2026-04-30"")"
"412549675","1103641",FALSE,"1386c106c-c64a-d944-a8ea-9a5e5386c106","ZHOU YU 952","BKWI","CHN","fishing","fishing","412549675-1386c106c-c64a-d944-a8ea-9a5e5386c106-019d8b2a52e0",2026-04-14 08:45:00,"CHN","ZHOUSHAN",4,16.63,0,3,3,"1386c106c-c64a-d944-a8ea-9a5e5386c106",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1386c106c-c64a-d944-a8ea-9a5e5386c106?&start=2026-03-01&end=2026-04-30"")"
"412549676","1103706",FALSE,"218275b40-0880-d8cb-7e13-bfbe583dab5f","ZHOU YU 953","BKWI2","CHN","fishing","fishing","412549676-218275b40-0880-d8cb-7e13-bfbe583dab5f-019d8b0e2bd8",2026-04-14 08:14:15,"CHN","ZHOUSHAN",4,16.63,0,2,13,"218275b40-0880-d8cb-7e13-bfbe583dab5f",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/218275b40-0880-d8cb-7e13-bfbe583dab5f?&start=2026-03-01&end=2026-04-30"")"
"412672140","9983982",FALSE,"243db9adc-cd05-6ec7-ba95-dbeb513ef919","ZHOU YU 932","BKWM2","CHN","fishing","fishing","412672140-243db9adc-cd05-6ec7-ba95-dbeb513ef919-019d8b22d100",2026-04-14 08:36:48,"CHN","ZHOUSHAN",4,16.63,0,4,5,"243db9adc-cd05-6ec7-ba95-dbeb513ef919",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/243db9adc-cd05-6ec7-ba95-dbeb513ef919?&start=2026-03-01&end=2026-04-30"")"
"412672150","9983970",FALSE,"91ef3b46e-e39c-faf2-2434-ce77654a5183","ZHOU YU 931","BKWM","CHN","fishing","fishing","412672150-91ef3b46e-e39c-faf2-2434-ce77654a5183-019dc6f3be60",2026-04-25 23:22:36,"CHN","ZHOUSHAN",4,5,0,0,0,"91ef3b46e-e39c-faf2-2434-ce77654a5183",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/91ef3b46e-e39c-faf2-2434-ce77654a5183?&start=2026-03-01&end=2026-04-30"")"
"413548140","9995131",FALSE,"6989ecea7-72e6-a4c7-b952-75e6c031481a","NING FENG LENG 1","BPIX8","CHN","carrier","carrier","413548140-6989ecea7-72e6-a4c7-b952-75e6c031481a-019db96f91b0",2026-04-23 08:23:10,"CHN","ZHOUSHAN",4,7.63,0,1,0,"6989ecea7-72e6-a4c7-b952-75e6c031481a",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6989ecea7-72e6-a4c7-b952-75e6c031481a?&start=2026-03-01&end=2026-04-30"")"
"413607450","1046386",FALSE,"6cdb69dd5-5f95-b657-df22-44790ad4fbe8","NING FENG LENG 6","BPXB2","CHN","carrier","carrier","413607450-6cdb69dd5-5f95-b657-df22-44790ad4fbe8-019d335de220",2026-03-28 07:34:44,"CHN","ZHOUSHAN",4,33.67,13,14,0,"6cdb69dd5-5f95-b657-df22-44790ad4fbe8",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6cdb69dd5-5f95-b657-df22-44790ad4fbe8?&start=2026-03-01&end=2026-04-30"")"
"413881868",NA,FALSE,"41a862af8-8cd8-65ef-37e3-81890a294bc4","MIN JIANG 6 HAO",NA,"CHN","fishing","trawlers","413881868-41a862af8-8cd8-65ef-37e3-81890a294bc4-019dd663c908",2026-04-28 23:19:17,"CHN","CHN-856",4,2,0,0,0,"41a862af8-8cd8-65ef-37e3-81890a294bc4",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/41a862af8-8cd8-65ef-37e3-81890a294bc4?&start=2026-03-01&end=2026-04-30"")"
"416000013",NA,FALSE,"44229c77c-c5a9-f6da-fe00-1181c21c9cd3","HORNG YIH FWU NO268","BJ4593","TWN","fishing","drifting_longlines","416000013-44229c77c-c5a9-f6da-fe00-1181c21c9cd3-019cff1b2130",2026-03-18 04:01:34,"TWN","SUAO",4,43.79,0,23,39,"44229c77c-c5a9-f6da-fe00-1181c21c9cd3",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/44229c77c-c5a9-f6da-fe00-1181c21c9cd3?&start=2026-03-01&end=2026-04-30"")"
"416000141",NA,FALSE,"c04309ae4-4ae9-3453-5220-6978d617c866","HORNG YIH FWU NO.168","BJ4551","TWN","fishing","drifting_longlines","416000141-c04309ae4-4ae9-3453-5220-6978d617c866-019d7621d918",2026-04-10 06:43:43,"TWN","SUAO",4,20.71,0,14,6,"c04309ae4-4ae9-3453-5220-6978d617c866",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c04309ae4-4ae9-3453-5220-6978d617c866?&start=2026-03-01&end=2026-04-30"")"
"416000146",NA,FALSE,"100e66e4e-e7e2-d1c4-ec33-5f736f68d5a0","YONG YU SING NO.18","BJ4678","TWN","fishing","drifting_longlines","416000146-100e66e4e-e7e2-d1c4-ec33-5f736f68d5a0-019d67033a30",2026-04-07 08:15:58,"TWN","SUAO",4,23.63,0,5,12,"100e66e4e-e7e2-d1c4-ec33-5f736f68d5a0",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/100e66e4e-e7e2-d1c4-ec33-5f736f68d5a0?&start=2026-03-01&end=2026-04-30"")"
"416000212",NA,FALSE,"63e0d0a3a-a016-a7a9-28a9-cc606062f396","JIA YU FA","BJ4606","TWN","fishing","drifting_longlines","416000212-63e0d0a3a-a016-a7a9-28a9-cc606062f396-019cacbef268",2026-03-02 04:12:01,"TWN","DONGGANG",4,59.79,0,43,102,"63e0d0a3a-a016-a7a9-28a9-cc606062f396",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/63e0d0a3a-a016-a7a9-28a9-cc606062f396?&start=2026-03-01&end=2026-04-30"")"
"416000292",NA,FALSE,"de237eb1c-ce69-cb9a-263c-d43484ae09f1","JINYI88","HOLINE","TWN","fishing","drifting_longlines","416000292-de237eb1c-ce69-cb9a-263c-d43484ae09f1-019cfecd3fb0",2026-03-18 02:36:30,"TWN","KAOHSIUNG",4,43.88,0,4,6,"de237eb1c-ce69-cb9a-263c-d43484ae09f1",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/de237eb1c-ce69-cb9a-263c-d43484ae09f1?&start=2026-03-01&end=2026-04-30"")"
"416000405",NA,FALSE,"374bda40a-a269-222f-e6d1-600f3621a4cd","JIN CHINQ FUH NO 62","BJ3930","TWN","fishing","drifting_longlines","416000405-374bda40a-a269-222f-e6d1-600f3621a4cd-019d14a6a9c0",2026-03-22 08:26:00,"TWN","SUAO",4,39.63,1,28,47,"374bda40a-a269-222f-e6d1-600f3621a4cd",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/374bda40a-a269-222f-e6d1-600f3621a4cd?&start=2026-03-01&end=2026-04-30"")"
"416000411",NA,FALSE,"464556050-0266-1951-9d98-5262674714fc","HORNG YIH FWU NO368","BJ4693","TWN","fishing","drifting_longlines","416000411-464556050-0266-1951-9d98-5262674714fc-019d65e3f338",2026-04-07 03:02:11,"TWN","SUAO",4,23.83,0,3,8,"464556050-0266-1951-9d98-5262674714fc",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/464556050-0266-1951-9d98-5262674714fc?&start=2026-03-01&end=2026-04-30"")"
"416000594",NA,FALSE,"caecea261-1d58-506c-d16a-ff1b3fa59851","SHENG YU NO36","BJ4410","TWN","fishing","drifting_longlines","416000594-caecea261-1d58-506c-d16a-ff1b3fa59851-019cb425b118",2026-03-03 14:41:35,"TWN","DONGGANG",4,58.38,0,57,69,"caecea261-1d58-506c-d16a-ff1b3fa59851",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/caecea261-1d58-506c-d16a-ff1b3fa59851?&start=2026-03-01&end=2026-04-30"")"
"416000855",NA,FALSE,"17be01f10-032c-7c09-55ac-5e6cd75d1f7b","LIEN YU FA NO31","BJ4736","TWN","fishing","drifting_longlines","416000855-17be01f10-032c-7c09-55ac-5e6cd75d1f7b-019dbd8f85e8",2026-04-24 03:36:33,"TWN","DONGGANG",4,6.83,0,0,0,"17be01f10-032c-7c09-55ac-5e6cd75d1f7b",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/17be01f10-032c-7c09-55ac-5e6cd75d1f7b?&start=2026-03-01&end=2026-04-30"")"
"416001052",NA,FALSE,"5d92be9f9-980c-6445-df4b-72eb7a96b960","JYI TSAIR NO.28","BJ4460","TWN","fishing","drifting_longlines","416001052-5d92be9f9-980c-6445-df4b-72eb7a96b960-019cdcf80640",2026-03-11 12:56:08,"TWN","DONGGANG",4,50.46,0,50,69,"5d92be9f9-980c-6445-df4b-72eb7a96b960",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5d92be9f9-980c-6445-df4b-72eb7a96b960?&start=2026-03-01&end=2026-04-30"")"
"416001255",NA,FALSE,"8348480fb-ba98-8db3-9701-367d4559e763","MAN  SHUEN  NO.12","BJ4636","TWN","fishing","drifting_longlines","416001255-8348480fb-ba98-8db3-9701-367d4559e763-019d700ed328",2026-04-09 02:25:13,"TWN","SUAO",4,21.88,0,10,8,"8348480fb-ba98-8db3-9701-367d4559e763",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8348480fb-ba98-8db3-9701-367d4559e763?&start=2026-03-01&end=2026-04-30"")"
"416001344",NA,FALSE,"93c6fa57a-acf7-2c41-111c-2bd2998049d9","DA FENG NO.7","BJ3497","TWN","fishing","drifting_longlines","416001344-93c6fa57a-acf7-2c41-111c-2bd2998049d9-019da9df31b0",2026-04-20 07:51:10,"TWN","SUAO",4,10.67,0,0,3,"93c6fa57a-acf7-2c41-111c-2bd2998049d9",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/93c6fa57a-acf7-2c41-111c-2bd2998049d9?&start=2026-03-01&end=2026-04-30"")"
"416001414",NA,FALSE,"94504e3f2-2a26-0dc5-187d-6c2e6b9b3e72","MAN YI NO.168","BJ4651","TWN","fishing","drifting_longlines","416001414-94504e3f2-2a26-0dc5-187d-6c2e6b9b3e72-019cef1e6ad0",2026-03-15 01:31:14,"TWN","SUAO",4,46.92,0,29,59,"94504e3f2-2a26-0dc5-187d-6c2e6b9b3e72",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/94504e3f2-2a26-0dc5-187d-6c2e6b9b3e72?&start=2026-03-01&end=2026-04-30"")"
"416001447",NA,FALSE,"aed10a9d1-1bce-d4d3-2241-14c7d00214cb","SIN DE YI NO.206","BJ4479","TWN","fishing","drifting_longlines","416001447-aed10a9d1-1bce-d4d3-2241-14c7d00214cb-019d7009f128",2026-04-09 02:19:53,"TWN","SUAO",4,21.88,0,5,15,"aed10a9d1-1bce-d4d3-2241-14c7d00214cb",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aed10a9d1-1bce-d4d3-2241-14c7d00214cb?&start=2026-03-01&end=2026-04-30"")"
"416001519",NA,FALSE,"f54df94ae-e65f-f2e9-4799-ce091fb945ca","SHENG FU YU NO.168","BJ4631","TWN","fishing","drifting_longlines","416001519-f54df94ae-e65f-f2e9-4799-ce091fb945ca-019cd1cf03b8",2026-03-09 08:55:31,"TWN","SUAO",4,52.63,0,30,41,"f54df94ae-e65f-f2e9-4799-ce091fb945ca",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f54df94ae-e65f-f2e9-4799-ce091fb945ca?&start=2026-03-01&end=2026-04-30"")"
"416001799",NA,FALSE,"c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc","HORNG YIH FWUM NO628","BJ4570","TWN","fishing","drifting_longlines","416001799-c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc-019cea5d0a60",2026-03-14 03:21:32,"TWN","SUAO",4,47.83,0,29,6,"c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc?&start=2026-03-01&end=2026-04-30"")"
"416001833",NA,FALSE,"871448bb9-971e-0372-b9bb-9474b02e1b2d","CHINLONGFA","BJ4744","TWN","fishing","drifting_longlines","416001833-871448bb9-971e-0372-b9bb-9474b02e1b2d-019cbb63f480",2026-03-05 00:26:56,"TWN","DONGGANG",4,56.96,0,34,49,"871448bb9-971e-0372-b9bb-9474b02e1b2d",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/871448bb9-971e-0372-b9bb-9474b02e1b2d?&start=2026-03-01&end=2026-04-30"")"
"416002127",NA,FALSE,"41cb8b608-8ac2-3791-8446-45e03c6d20c9","JIN CHENG LI NO1","BJ4753","TWN","fishing","drifting_longlines","416002127-41cb8b608-8ac2-3791-8446-45e03c6d20c9-019cbc0220b0",2026-03-05 03:19:42,"TWN","DONGGANG",4,56.83,0,19,10,"41cb8b608-8ac2-3791-8446-45e03c6d20c9",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/41cb8b608-8ac2-3791-8446-45e03c6d20c9?&start=2026-03-01&end=2026-04-30"")"
"416002154",NA,FALSE,"054419a52-260f-12b5-9188-0e276e6908f4","LIAN YU CAI NO.168","BG3987","TWN","fishing","drifting_longlines","416002154-054419a52-260f-12b5-9188-0e276e6908f4-019ccb4d03a0",2026-03-08 02:35:48,"TWN","SUAO",4,53.88,0,31,56,"054419a52-260f-12b5-9188-0e276e6908f4",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/054419a52-260f-12b5-9188-0e276e6908f4?&start=2026-03-01&end=2026-04-30"")"
"416002194",NA,FALSE,"06905d3d4-40b7-f398-17ad-2e7356dc2930","MIN FA YU","BJ4765","TWN","fishing","drifting_longlines","416002194-06905d3d4-40b7-f398-17ad-2e7356dc2930-019dbd0c7338",2026-04-24 01:13:23,"TWN","DONGGANG",4,6.92,0,0,0,"06905d3d4-40b7-f398-17ad-2e7356dc2930",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/06905d3d4-40b7-f398-17ad-2e7356dc2930?&start=2026-03-01&end=2026-04-30"")"
