"ssvid","ais_imo","poor_id","vessel_id","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_id","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","vessel_id_1","npg_2026_phase_1","npg_2026_phase_2","vv_url"
"412209135",NA,FALSE,"13b2ff18f-fa9a-2e1c-863e-470e0c73a469","JU LONG JIA YA 3","BZYS4","CHN","fishing","fishing","412209135-13b2ff18f-fa9a-2e1c-863e-470e0c73a469-019d343bf1c8",2026-03-28 11:37:17,"CHN","CHN-170",4,33.5,0,6,2,"13b2ff18f-fa9a-2e1c-863e-470e0c73a469",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/13b2ff18f-fa9a-2e1c-863e-470e0c73a469?&start=2026-03-26&end=2026-04-30"")"
"412209136","8540525",FALSE,"562a1eaf7-70cf-21c4-2695-d3747bbbe883","XIN HAI 1259","BZYS5","CHN","fishing","fishing","412209136-562a1eaf7-70cf-21c4-2695-d3747bbbe883-019d76b34790",2026-04-10 09:22:34,"CHN","CHN-2289",4,20.58,0,7,20,"562a1eaf7-70cf-21c4-2695-d3747bbbe883",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/562a1eaf7-70cf-21c4-2695-d3747bbbe883?&start=2026-04-08&end=2026-04-30"")"
"412209139",NA,FALSE,"51d002bfc-c972-31f8-a9c4-08cdbe926447","XIN HAI 1209","BZYS8","CHN","fishing","fishing","412209139-51d002bfc-c972-31f8-a9c4-08cdbe926447-019d76aec350",2026-04-10 09:17:38,"CHN","CHN-2289",4,20.58,0,4,5,"51d002bfc-c972-31f8-a9c4-08cdbe926447",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/51d002bfc-c972-31f8-a9c4-08cdbe926447?&start=2026-04-08&end=2026-04-30"")"
"412209142",NA,FALSE,"ad5df6b76-6c75-f40d-0033-6c591aebb97d","XINHAI1219","BZYT2","CHN","fishing","fishing","412209142-ad5df6b76-6c75-f40d-0033-6c591aebb97d-019d4343d848",2026-03-31 09:40:13,"CHN","CHN-2289",4,30.58,0,5,3,"ad5df6b76-6c75-f40d-0033-6c591aebb97d",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad5df6b76-6c75-f40d-0033-6c591aebb97d?&start=2026-03-29&end=2026-04-30"")"
"412209143","8540264",FALSE,"b7a7adcfe-e38c-3a68-2b0d-c711d20f237f","JU LONG JIA YA 10","BZYT3","CHN","fishing","fishing","412209143-b7a7adcfe-e38c-3a68-2b0d-c711d20f237f-019d43878868",2026-03-31 10:54:09,"CHN","CHN-2289",4,30.54,0,6,18,"b7a7adcfe-e38c-3a68-2b0d-c711d20f237f",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b7a7adcfe-e38c-3a68-2b0d-c711d20f237f?&start=2026-03-29&end=2026-04-30"")"
"412331208",NA,FALSE,"c5a8ad39b-b454-cd67-101b-d51eeeb77a0f","FV.LUWEIYUANYUYUN777","BBIT7","CHN","carrier","carrier","412331208-c5a8ad39b-b454-cd67-101b-d51eeeb77a0f-019d55c58408",2026-04-03 23:55:01,"CHN","SHIDAO",4,27,0,0,0,"c5a8ad39b-b454-cd67-101b-d51eeeb77a0f",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5a8ad39b-b454-cd67-101b-d51eeeb77a0f?&start=2026-04-01&end=2026-04-30"")"
"412420954",NA,FALSE,"66c66a829-9843-7841-07f1-2866291e38f2","XIN HAI 61","BZV2S","CHN","fishing","fishing","412420954-66c66a829-9843-7841-07f1-2866291e38f2-019d902f5f88",2026-04-15 08:08:37,"CHN","NINGBO",4,15.63,0,3,4,"66c66a829-9843-7841-07f1-2866291e38f2",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/66c66a829-9843-7841-07f1-2866291e38f2?&start=2026-04-13&end=2026-04-30"")"
"412420956",NA,FALSE,"ebae40948-80c7-f3b1-79fc-f49ee969f421","XIN HAI 62","BZV3S","CHN","fishing","fishing","412420956-ebae40948-80c7-f3b1-79fc-f49ee969f421-019d90343da0",2026-04-15 08:13:56,"CHN","NINGBO",4,15.63,0,2,28,"ebae40948-80c7-f3b1-79fc-f49ee969f421",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebae40948-80c7-f3b1-79fc-f49ee969f421?&start=2026-04-13&end=2026-04-30"")"
"412420978",NA,FALSE,"aea129ecd-d20d-bf87-724b-d3186ec22464","ZHOU YU 903","BZV6W","CHN","fishing","fishing","412420978-aea129ecd-d20d-bf87-724b-d3186ec22464-019d8b2acfe0",2026-04-14 08:45:32,"CHN","ZHOUSHAN",4,16.63,0,1,9,"aea129ecd-d20d-bf87-724b-d3186ec22464",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aea129ecd-d20d-bf87-724b-d3186ec22464?&start=2026-04-12&end=2026-04-30"")"
"412420982","8783414",FALSE,"edb86f227-7cdd-fcea-cae7-2f1eaf405166","ZHOU YU 904","BZV7W","CHN","fishing","fishing","412420982-edb86f227-7cdd-fcea-cae7-2f1eaf405166-019d8b2ecf50",2026-04-14 08:49:54,"CHN","ZHOUSHAN",4,16.63,0,0,34,"edb86f227-7cdd-fcea-cae7-2f1eaf405166",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/edb86f227-7cdd-fcea-cae7-2f1eaf405166?&start=2026-04-12&end=2026-04-30"")"
"412421008",NA,FALSE,"baa8c4c19-9961-d924-0860-1131b7e3e9d6","XIN HAI 1206","BZV4Z","CHN","fishing","fishing","412421008-baa8c4c19-9961-d924-0860-1131b7e3e9d6-019d76c7dd18",2026-04-10 09:45:03,"CHN","CHN-2289",4,20.58,0,3,2,"baa8c4c19-9961-d924-0860-1131b7e3e9d6",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/baa8c4c19-9961-d924-0860-1131b7e3e9d6?&start=2026-04-08&end=2026-04-30"")"
"412421011",NA,FALSE,"2e45ce64f-f565-8a0e-ee1e-0b059565e65c","XIN HAI 1208","BZV6Z","CHN","fishing","fishing","412421011-2e45ce64f-f565-8a0e-ee1e-0b059565e65c-019d76c141b0",2026-04-10 09:37:50,"CHN","CHN-2289",4,20.58,0,5,4,"2e45ce64f-f565-8a0e-ee1e-0b059565e65c",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e45ce64f-f565-8a0e-ee1e-0b059565e65c?&start=2026-04-08&end=2026-04-30"")"
"412421012",NA,FALSE,"73304b604-4727-e368-9cc6-ecbb16ec4c7a","XINHAI1207","BZV5Z","CHN","fishing","fishing","412421012-73304b604-4727-e368-9cc6-ecbb16ec4c7a-019d76c3aae0",2026-04-10 09:40:28,"CHN","CHN-2289",4,20.58,0,2,2,"73304b604-4727-e368-9cc6-ecbb16ec4c7a",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/73304b604-4727-e368-9cc6-ecbb16ec4c7a?&start=2026-04-08&end=2026-04-30"")"
"412421035",NA,FALSE,"920c1cd06-62cd-c834-4881-582b57f04169","XIN HAI 1225","BZW8E","CHN","fishing","fishing","412421035-920c1cd06-62cd-c834-4881-582b57f04169-019d439484a0",2026-03-31 11:08:20,"CHN","CHN-2289",4,30.5,0,4,1,"920c1cd06-62cd-c834-4881-582b57f04169",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/920c1cd06-62cd-c834-4881-582b57f04169?&start=2026-03-29&end=2026-04-30"")"
"412421036",NA,FALSE,"b3fd913a6-67ff-be7a-b7db-851a6d4545ea","XIN HAI 79","BZW9E","CHN","fishing","fishing","412421036-b3fd913a6-67ff-be7a-b7db-851a6d4545ea-019d903c28f8",2026-04-15 08:22:35,"CHN","NINGBO",4,15.63,0,3,23,"b3fd913a6-67ff-be7a-b7db-851a6d4545ea",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b3fd913a6-67ff-be7a-b7db-851a6d4545ea?&start=2026-04-13&end=2026-04-30"")"
"412421073","9834894",FALSE,"593038293-3115-3539-4862-3189562981ed","PINGTAIRONGLENG1","BZW8K","CHN","carrier","carrier","412421073-593038293-3115-3539-4862-3189562981ed-019dcf8a4a80",2026-04-27 15:24:00,"CHN","ZHOUSHAN",3,3.33,0,0,0,"593038293-3115-3539-4862-3189562981ed",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/593038293-3115-3539-4862-3189562981ed?&start=2026-04-25&end=2026-04-30"")"
"412421075",NA,FALSE,"84c14dc2c-c409-cbca-d694-f55fab531b97","XIN HAI 1273","BZW5L","CHN","fishing","fishing","412421075-84c14dc2c-c409-cbca-d694-f55fab531b97-019d3442b058",2026-03-28 11:44:39,"CHN","CHN-2289",4,33.5,0,10,12,"84c14dc2c-c409-cbca-d694-f55fab531b97",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/84c14dc2c-c409-cbca-d694-f55fab531b97?&start=2026-03-26&end=2026-04-30"")"
"412421076","8788062",FALSE,"26ed9cf93-3621-89ad-42a0-0506f802b1d9","XIN HAI 1235","BZW4L","CHN","fishing","fishing","412421076-26ed9cf93-3621-89ad-42a0-0506f802b1d9-019d437e8ba0",2026-03-31 10:44:20,"CHN","CHN-2289",4,30.54,0,14,18,"26ed9cf93-3621-89ad-42a0-0506f802b1d9",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/26ed9cf93-3621-89ad-42a0-0506f802b1d9?&start=2026-03-29&end=2026-04-30"")"
"412421139","9861110",FALSE,"2868d475c-cecb-3573-ad78-c9e9046a70d2","ZHOU YU 909","BZUL7","CHN","fishing","fishing","412421139-2868d475c-cecb-3573-ad78-c9e9046a70d2-019db4732410",2026-04-22 09:08:58,"CHN","ZHOUSHAN",4,8.58,0,0,0,"2868d475c-cecb-3573-ad78-c9e9046a70d2",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2868d475c-cecb-3573-ad78-c9e9046a70d2?&start=2026-04-20&end=2026-04-30"")"
"412440222",NA,FALSE,"836df9804-4063-a96f-f09c-b5a01769e02e","FU YUAN YU 666","BVKS8","CHN","fishing","fishing","412440222-836df9804-4063-a96f-f09c-b5a01769e02e-019d0ac23528",2026-03-20 10:19:53,"CHN","XIAMEN",4,41.54,0,12,30,"836df9804-4063-a96f-f09c-b5a01769e02e",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/836df9804-4063-a96f-f09c-b5a01769e02e?&start=2026-03-18&end=2026-04-30"")"
"412440223",NA,FALSE,"cda64ccbe-ebdf-66f9-a63d-0d7ad42a9fcf","FUYUANYU667","BVKT8","CHN","fishing","fishing","412440223-cda64ccbe-ebdf-66f9-a63d-0d7ad42a9fcf-019d0ad098c0",2026-03-20 10:35:36,"CHN","XIAMEN",4,41.54,0,7,14,"cda64ccbe-ebdf-66f9-a63d-0d7ad42a9fcf",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cda64ccbe-ebdf-66f9-a63d-0d7ad42a9fcf?&start=2026-03-18&end=2026-04-30"")"
"412440241",NA,FALSE,"08fafdf59-9c44-d992-a56b-78856f72f38f","FUYUANYU658","BVKQ8","CHN","fishing","fishing","412440241-08fafdf59-9c44-d992-a56b-78856f72f38f-019d0adabe68",2026-03-20 10:46:41,"CHN","XIAMEN",4,41.54,0,9,34,"08fafdf59-9c44-d992-a56b-78856f72f38f",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/08fafdf59-9c44-d992-a56b-78856f72f38f?&start=2026-03-18&end=2026-04-30"")"
"412440242",NA,FALSE,"5fdb48d70-098e-1453-a586-e71d0e355ab4","FUYUANYU659","BVKR8","CHN","fishing","fishing","412440242-5fdb48d70-098e-1453-a586-e71d0e355ab4-019d0adfb3f0",2026-03-20 10:52:06,"CHN","XIAMEN",4,41.54,0,6,9,"5fdb48d70-098e-1453-a586-e71d0e355ab4",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5fdb48d70-098e-1453-a586-e71d0e355ab4?&start=2026-03-18&end=2026-04-30"")"
"412440243",NA,FALSE,"475351415-52b9-41e4-6ef5-2c086ba727b9","FU YUAN YU601","BZU9E","CHN","fishing","fishing","412440243-475351415-52b9-41e4-6ef5-2c086ba727b9-019d951b9ca0",2026-04-16 07:05:08,"CHN","TAIZHOU",4,14.67,0,2,2,"475351415-52b9-41e4-6ef5-2c086ba727b9",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/475351415-52b9-41e4-6ef5-2c086ba727b9?&start=2026-04-14&end=2026-04-30"")"
"412440244",NA,FALSE,"66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e","FUYUANYU602","BZU1F","CHN","fishing","fishing","412440244-66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e-019d94f5d8a8",2026-04-16 06:23:53,"CHN","TAIZHOU",4,14.71,0,0,2,"66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e?&start=2026-04-14&end=2026-04-30"")"
"412440245",NA,FALSE,"2be81bbb9-9450-371f-3b17-99a4b3e55b2f","FU YUAN YU 603","BZU2F","CHN","fishing","fishing","412440245-2be81bbb9-9450-371f-3b17-99a4b3e55b2f-019d95232268",2026-04-16 07:13:21,"CHN","TAIZHOU",4,14.67,0,0,1,"2be81bbb9-9450-371f-3b17-99a4b3e55b2f",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2be81bbb9-9450-371f-3b17-99a4b3e55b2f?&start=2026-04-14&end=2026-04-30"")"
"412440246",NA,FALSE,"be8fb25b1-18ce-42a4-e6e3-3677b99109ce","FU YUAN YU 605","BZU3F","CHN","fishing","fishing","412440246-be8fb25b1-18ce-42a4-e6e3-3677b99109ce-019d94e7de88",2026-04-16 06:08:37,"CHN","TAIZHOU",4,14.71,0,0,1,"be8fb25b1-18ce-42a4-e6e3-3677b99109ce",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/be8fb25b1-18ce-42a4-e6e3-3677b99109ce?&start=2026-04-14&end=2026-04-30"")"
"412440247",NA,FALSE,"6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65","FUYUANYU606","BZU4F","CHN","fishing","fishing","412440247-6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65-019d94b1f1d8",2026-04-16 05:09:43,"CHN","TAIZHOU",4,14.75,0,0,1,"6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65?&start=2026-04-14&end=2026-04-30"")"
"412440248",NA,FALSE,"9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d","FUYUANYU607","BZU5F","CHN","fishing","fishing","412440248-9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d-019d950e1b98",2026-04-16 06:50:23,"CHN","TAIZHOU",4,14.71,0,1,2,"9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d?&start=2026-04-14&end=2026-04-30"")"
"412440249",NA,FALSE,"bcc78e717-7a8a-6ef6-7fc0-60bfeb354117","FU YUAN YU 608","BZU6F","CHN","fishing","fishing","412440249-bcc78e717-7a8a-6ef6-7fc0-60bfeb354117-019d95700218",2026-04-16 08:37:19,"CHN","TAIZHOU",4,14.63,0,0,0,"bcc78e717-7a8a-6ef6-7fc0-60bfeb354117",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bcc78e717-7a8a-6ef6-7fc0-60bfeb354117?&start=2026-04-14&end=2026-04-30"")"
"412440251",NA,FALSE,"25e7e8e70-0863-6af1-8498-664429b65a01","FU YUAN YU609","BZU7F","CHN","fishing","fishing","412440251-25e7e8e70-0863-6af1-8498-664429b65a01-019d951c2940",2026-04-16 07:05:44,"CHN","TAIZHOU",4,14.67,0,1,1,"25e7e8e70-0863-6af1-8498-664429b65a01",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/25e7e8e70-0863-6af1-8498-664429b65a01?&start=2026-04-14&end=2026-04-30"")"
"412440359","8548620",FALSE,"7072756f2-2ee0-9237-a7d0-847dad538a45","FU YUAN YU 689","BVLK5","CHN","fishing","fishing","412440359-7072756f2-2ee0-9237-a7d0-847dad538a45-019d42eefda0",2026-03-31 08:07:32,"CHN","SHIDAO",4,30.63,0,8,22,"7072756f2-2ee0-9237-a7d0-847dad538a45",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7072756f2-2ee0-9237-a7d0-847dad538a45?&start=2026-03-29&end=2026-04-30"")"
"412440361","8008618",FALSE,"3e094c755-533c-0e06-831f-091b66404cfd","FU YUAN YU 688","BVLJ5","CHN","fishing","fishing","412440361-3e094c755-533c-0e06-831f-091b66404cfd-019d42f713f0",2026-03-31 08:16:22,"CHN","SHIDAO",3,30.63,0,0,0,"3e094c755-533c-0e06-831f-091b66404cfd",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3e094c755-533c-0e06-831f-091b66404cfd?&start=2026-03-29&end=2026-04-30"")"
"412440362",NA,FALSE,"5c707be53-3863-6b85-b525-4880aa4a9bdc","FU YUAN YU 687","BVLI5","CHN","fishing","fishing","412440362-5c707be53-3863-6b85-b525-4880aa4a9bdc-019d42f33f78",2026-03-31 08:12:11,"CHN","SHIDAO",4,30.63,0,5,7,"5c707be53-3863-6b85-b525-4880aa4a9bdc",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5c707be53-3863-6b85-b525-4880aa4a9bdc?&start=2026-03-29&end=2026-04-30"")"
"412440363","8548591",FALSE,"162d7f86a-a205-3f6f-77ac-6f13c3548bc2","FU YUAN YU 686","00686","CHN","fishing","fishing","412440363-162d7f86a-a205-3f6f-77ac-6f13c3548bc2-019d429f7a28",2026-03-31 06:40:41,"CHN","SHIDAO",4,30.71,0,7,15,"162d7f86a-a205-3f6f-77ac-6f13c3548bc2",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/162d7f86a-a205-3f6f-77ac-6f13c3548bc2?&start=2026-03-29&end=2026-04-30"")"
"412440365","8548589",FALSE,"8be866c06-6e6e-0ba1-bbcd-ceec5ad3dfcd","FU YUAN YU 678","BVLA5","CHN","fishing","fishing","412440365-8be866c06-6e6e-0ba1-bbcd-ceec5ad3dfcd-019d42aa1118",2026-03-31 06:52:15,"CHN","SHIDAO",4,30.71,0,7,9,"8be866c06-6e6e-0ba1-bbcd-ceec5ad3dfcd",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8be866c06-6e6e-0ba1-bbcd-ceec5ad3dfcd?&start=2026-03-29&end=2026-04-30"")"
"412440366","8548577",FALSE,"545cc2d7a-a5ca-3ab1-5478-233a979a7231","FUYUANYU677","BVKZ5","CHN","fishing","fishing","412440366-545cc2d7a-a5ca-3ab1-5478-233a979a7231-019d42a638b8",2026-03-31 06:48:03,"CHN","SHIDAO",4,30.71,0,7,18,"545cc2d7a-a5ca-3ab1-5478-233a979a7231",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/545cc2d7a-a5ca-3ab1-5478-233a979a7231?&start=2026-03-29&end=2026-04-30"")"
"412440367","8548565",FALSE,"7835cdf91-156a-c6c6-1fc7-dc42c0be56c1","FU YUAN YU 676","BVKY5","CHN","fishing","fishing","412440367-7835cdf91-156a-c6c6-1fc7-dc42c0be56c1-019d517f0888",2026-04-03 03:59:33,"KOR","BUSAN",4,27.83,0,8,20,"7835cdf91-156a-c6c6-1fc7-dc42c0be56c1",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7835cdf91-156a-c6c6-1fc7-dc42c0be56c1?&start=2026-04-01&end=2026-04-30"")"
"412440368","8548553",FALSE,"c0445c69f-f037-d660-ffeb-fa65023d336f","FUYUANYU675","BVKX5","CHN","fishing","fishing","412440368-c0445c69f-f037-d660-ffeb-fa65023d336f-019d42a6e0b0",2026-03-31 06:48:46,"CHN","SHIDAO",4,30.71,0,12,27,"c0445c69f-f037-d660-ffeb-fa65023d336f",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c0445c69f-f037-d660-ffeb-fa65023d336f?&start=2026-03-29&end=2026-04-30"")"
"412440369",NA,FALSE,"fc4632026-631b-c7dc-c212-bfea8d40662c","FUYUANYU673","BVKW5","CHN","fishing","fishing","412440369-fc4632026-631b-c7dc-c212-bfea8d40662c-019d42f08ff8",2026-03-31 08:09:15,"CHN","SHIDAO",4,30.63,0,8,6,"fc4632026-631b-c7dc-c212-bfea8d40662c",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fc4632026-631b-c7dc-c212-bfea8d40662c?&start=2026-03-29&end=2026-04-30"")"
"412440371","8548539",FALSE,"7cc5eaf60-0ce6-c1e2-96d9-f15b2bce40a1","FU YUAN YU 672","BVKV5","CHN","fishing","fishing","412440371-7cc5eaf60-0ce6-c1e2-96d9-f15b2bce40a1-019d51423250",2026-04-03 02:53:06,"KOR","BUSAN",4,27.88,0,10,7,"7cc5eaf60-0ce6-c1e2-96d9-f15b2bce40a1",TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7cc5eaf60-0ce6-c1e2-96d9-f15b2bce40a1?&start=2026-04-01&end=2026-04-30"")"
