"MMSI","ais_imo","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","npg_2026_phase_1","npg_2026_phase_2","vv_url","skylight_IMO","skylight_Vessel.Name","skylight_Flag","skylight_Vessel.Type","skylight_Category","skylight_Gear.Types","skylight_Length..m.","skylight_Skylight.Link","skylight_dark_rendezvous..Phase.1.","skylight_fishing_activity_history..Phase.1.","skylight_standard_rendezvous..Phase.1.","skylight_viirs..Phase.1.","skylight_Total..Phase.1.","skylight_dark_rendezvous..Phase.2.","skylight_fishing_activity_history..Phase.2.","skylight_standard_rendezvous..Phase.2.","skylight_viirs..Phase.2.","skylight_Total..Phase.2.","skylight_Grand.Total","skylight_Area.Presence","skylight_New.Vessel.since.2025..based.on.MMSI.","IHS_GrossTonnage","IHS_LengthOverallLOA.Meters.","IHS_YearOfBuild","IHS_ExName","IHS_PortofRegistry","CountryOfControlName","IHS_GroupBeneficialOwner","IHS_RegisteredOwner","IHS_RegisteredOwnerCountryOfRegistration","IHS_Operator","IHS_ShipManager","IHS_TechnicalManager","Non.Compliance.History..yes...sister.ship.","Type.of.Non.Compliance","Vessel.Non.Compliance.Description","SisterShip.s.Type.of.Non.Compliance","Sister.Ship.Non.Compliance.Description","SisterShipWithNonComplianceConcerns","Sources","phase1_2025","phase2_2025"
"412440424",NA,"FUYUANYU083","BZU8V","CHN","fishing","inconclusive",2026-03-17 13:09:35,"CHN","XIAMEN",4,44.42,0,3,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/92046dd2e-e1ea-0a9b-ccc5-12de25972fc2?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,62.6,2014,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Sister Ship","","","Other","FU YUAN YU 082 and FU YUAN YU 085 fished in Russian waters 2022 - 2023","","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
"412440477",NA,"FU YUAN YU 080","BZUN6","CHN","fishing","fishing",2026-03-24 07:28:42,"CHN","SHIDAO",4,37.67,0,6,10,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b01e010be-ed85-a414-3147-592544988e3d?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,62.6,2014,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Sister Ship","","","Other","FU YUAN YU 082 and FU YUAN YU 085 fished in Russian waters 2022 - 2023","","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
"412440477",NA,NA,"BZUN6","CHN","fishing","fishing",2026-03-20 08:30:36,"CHN","SHIDAO",3,41.63,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1c589e35-5514-9994-d8fb-abb0014dee6c?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,62.6,2014,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Sister Ship","","","Other","FU YUAN YU 082 and FU YUAN YU 085 fished in Russian waters 2022 - 2023","","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
"412440478",NA,"FU YUAN YU 081","BZUN7","CHN","fishing","fishing",2026-03-17 12:10:49,"CHN","XIAMEN",4,44.46,0,20,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/087d7a1c4-484c-8bbd-b3d3-8e3262a76ead?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010,62.6,2014,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Sister Ship","","","Other","FU YUAN YU 082 and FU YUAN YU 085 fished in Russian waters 2022 - 2023","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
"412440479",NA,NA,"BZUN8","CHN","fishing","fishing",2026-03-19 17:04:08,"CHN","SHIDAO",4,42.25,0,3,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/beccb8ede-e39d-5a14-67fb-c9aa9b7e4135?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,62.6,2014,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Both","Other","Vessel fished in Russian waters 2022 - 2023","Other","FU YUAN YU 085 fished in Russian waters 2022 - 2023","","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
"412440479",NA,"FU YUAN YU 082","BZUN8","CHN","fishing","fishing",2026-03-26 04:53:12,"CHN","SHIDAO",4,35.79,0,0,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,62.6,2014,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Both","Other","Vessel fished in Russian waters 2022 - 2023","Other","FU YUAN YU 085 fished in Russian waters 2022 - 2023","","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
"412440481",NA,NA,"BZUN9","CHN","fishing","fishing",2026-03-27 17:29:08,"CHN","QUANZHOU",4,34.25,0,5,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f49295b3f-f175-4245-326c-b938c817f4a6?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,62.6,2015,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Both","Other","Vessel fished in Russian waters 2022 - 2023","Other","FU YUAN YU 082 fished in Russian waters 2022 - 2023","","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
"412440481",NA,"FUYUANYU085","BZUN9","CHN","fishing","fishing",2026-03-17 12:09:08,"CHN","XIAMEN",4,44.46,0,2,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3a4f3f19a-ac08-9f7d-b36a-9a87f909d311?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,62.6,2015,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Both","Other","Vessel fished in Russian waters 2022 - 2023","Other","FU YUAN YU 082 fished in Russian waters 2022 - 2023","","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
"412440482",NA,NA,"BVGL8","CHN","fishing","fishing",2026-03-30 13:01:40,"CHN","QUANZHOU",4,31.42,0,1,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aff2c5c6e-eba7-e2ce-24a0-74487a26a9d5?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE
"412440482",NA,NA,"BVGL8","CHN","fishing","fishing",2026-03-30 13:01:40,"CHN","QUANZHOU",4,31.42,0,1,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aff2c5c6e-eba7-e2ce-24a0-74487a26a9d5?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE
"412440482",NA,NA,"BVGL8","CHN","fishing","fishing",2026-03-30 13:01:40,"CHN","QUANZHOU",4,31.42,0,1,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aff2c5c6e-eba7-e2ce-24a0-74487a26a9d5?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE
"412440482",NA,"FUYUANYU660","BVGL8","CHN","fishing","fishing",2026-03-20 11:06:40,"CHN","ZHANGZHOU",4,41.5,0,0,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/47f692d02-20bb-3607-4104-99f666388b5c?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE
"412440482",NA,"FUYUANYU660","BVGL8","CHN","fishing","fishing",2026-03-20 11:06:40,"CHN","ZHANGZHOU",4,41.5,0,0,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/47f692d02-20bb-3607-4104-99f666388b5c?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE
"412440482",NA,"FUYUANYU660","BVGL8","CHN","fishing","fishing",2026-03-20 11:06:40,"CHN","ZHANGZHOU",4,41.5,0,0,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/47f692d02-20bb-3607-4104-99f666388b5c?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE
"412440483",NA,"FUYUANYU661","BVJI8","CHN","fishing","fishing",2026-03-20 11:12:38,"CHN","ZHANGZHOU",4,41.5,0,0,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2af949e0c-c0f3-69f4-7774-39aba8f94788?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Yes","Human Rights / Forced Labor","Dead crew member 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","","","C4ADS internal source",TRUE,FALSE
"412440484",NA,"FUYUANYU662","BVJJ8","CHN","fishing","fishing",2026-03-20 10:45:41,"CHN","XIAMEN",4,41.54,0,16,31,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0a51c1af7-7fcf-a948-6f31-95cc874c1bde?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE
"412440485",NA,"FUYUANYU663","BVJK8","CHN","fishing","fishing",2026-03-20 10:28:59,"CHN","XIAMEN",4,41.54,0,13,17,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/47703cd58-8f0a-9e83-7678-edb72494c4ca?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","C4ADS internal source available upon request",TRUE,FALSE
"412440485",NA,"FUYUANYU663","BVJK8","CHN","fishing","fishing",2026-03-20 10:28:59,"CHN","XIAMEN",4,41.54,0,13,17,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/47703cd58-8f0a-9e83-7678-edb72494c4ca?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","",TRUE,FALSE
"412440486",NA,"FUYUANYU664","BVJL8","CHN","fishing","fishing",2026-03-20 10:21:10,"CHN","XIAMEN",4,41.54,0,12,8,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/df47505c6-6e70-37da-1a42-1b8fa8844fb2?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay","","C4ADS internal documents",TRUE,FALSE
"412440487",NA,"FU YUAN YU 665",NA,"CHN","fishing","fishing",2026-04-26 05:01:02,"CHN","QUANZHOU",4,4.75,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6daa20e27-7077-29ad-eb02-a64a4f7a77dc?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","C4ADS internal source available upon request",TRUE,FALSE
"412440487",NA,"FU YUAN YU 665",NA,"CHN","fishing","fishing",2026-04-26 05:01:02,"CHN","QUANZHOU",4,4.75,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6daa20e27-7077-29ad-eb02-a64a4f7a77dc?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","C4ADS internal source available upon request",TRUE,FALSE
"412440487",NA,"FUYUANYU665","BVJM8","CHN","fishing","fishing",2026-03-20 10:37:52,"CHN","XIAMEN",4,41.54,0,1,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1945987e3-31f6-1277-a374-527afd864151?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","C4ADS internal source available upon request",TRUE,FALSE
"412440487",NA,"FUYUANYU665","BVJM8","CHN","fishing","fishing",2026-03-20 10:37:52,"CHN","XIAMEN",4,41.54,0,1,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1945987e3-31f6-1277-a374-527afd864151?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,59.27,2014,"","FUZHOU, FUJIAN","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC","CHINA","XIAMEN YONGXUN OCEANIC","XIAMEN YONGXUN OCEANIC"," ","Sister Ship","","","Human Rights / Forced Labor","FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor","","C4ADS internal source available upon request",TRUE,FALSE
"412440682",NA,"FU YUAN YU 8674","BZUY4","CHN","fishing","fishing",2026-04-21 09:37:40,"CHN","NINGBO",4,9.58,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/18e4b68e7-797b-6278-fdc0-8a841478761e?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,58.74,2018,"","FUZHOU, FUJIAN","CHINA","PINGTAN MARINE ENTERPRISE LTD","FUJIAN PINGTAN COUNTY OCEAN","CHINA","FUJIAN PINGTAN COUNTY OCEAN","FUJIAN PINGTAN COUNTY OCEAN"," ","Both","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","","https://home.treasury.gov/news/press-releases/jy1154",TRUE,FALSE
"412440685",NA,"FU YUAN YU 8677","BZUY7","CHN","fishing","fishing",2026-04-21 10:08:09,"CHN","NINGBO",4,9.54,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a488af23-3445-c221-036c-f6e11818efc8?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,58.74,2018,"","FUZHOU, FUJIAN","CHINA","PINGTAN MARINE ENTERPRISE LTD","FUJIAN PINGTAN COUNTY OCEAN","CHINA","FUJIAN PINGTAN COUNTY OCEAN","FUJIAN PINGTAN COUNTY OCEAN"," ","Both","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","Sanctions","US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet","","https://home.treasury.gov/news/press-releases/jy1154",TRUE,FALSE
"412440697",NA,"FU YUAN YU8661","BZUW7","CHN","fishing","fishing",2026-04-13 10:43:55,"CHN","CHN-2289",4,17.54,0,6,14,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/959b1d382-2363-06eb-df28-0111e97c99f8?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,58.74,2018,"","FUZHOU, FUJIAN","CHINA"," ","FUZHOU HONGLONG OCEAN FISHING","CHINA","FUZHOU HONGLONG OCEAN FISHING","FUZHOU HONGLONG OCEAN FISHING"," ","Both","Human Rights / Forced Labor","One of several vessels linked to Pingtan Marine Enterprise or affiliated companies on which incidents of forced labour / labour abuse were reported - in 2019 an Indonesian fisherman reported that he received only $70 for seven months of work on FU YUAN YU 8661, before being transferred to FU YUAN YU 8693, where he was paid only $20 for two months work and fed only rice and raw vegetables","IUU","Multiple vessels in fleet detected by AIS, Oceana, Global Fishing Watch allegedly fishing in Mauritania EEZ without a license","","C4ADS Net Worth report; C4ads internal sources available upon request",TRUE,FALSE
"412440807","9931006","FU YUAN YU 7007","BZU1D","CHN","fishing","fishing",2026-03-29 07:34:15,"CHN","SHIDAO",4,32.67,0,24,27,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fed0a376d-d79c-fdff-dacb-fc44204f578a?&start=2026-03-01&end=2026-04-30"")",9931006,"FU YUAN YU 7007","China","FISHING","fishing","SQUID_JIGGER",74,"https://app.skylight.earth/vesseldetails/412440807?startTime=2026-03-01T00%3A00%3A00Z&endTime=2026-04-29T00%3A00%3A00Z",0,2,0,2,4,0,0,0,0,0,4,"Inside Phase 1 only","No",1596,71.3,2021,"","FUZHOU, FUJIAN","CHINA","FUJIAN CHANGFENG FISHERY CO","FUJIAN CHANGFENG FISHERY CO","CHINA","FUJIAN CHANGFENG FISHERY CO","FUJIAN CHANGFENG FISHERY CO"," ","Sister Ship","","","IUU","FU YUAN YU 019 IATTC-authorized fishing vessel— retrieving longline gear in the IATTC Convention Area about 400 miles southwest of the Mexican coast. Sea Shepherd witnessed the vessel using metal branch lines running directly from longline floats in violation of a CMM (C-16-05) that prohibits the use of this type of gear, known as shark lines.","[FU YUAN YU 019]","https://media.fisheries.noaa.gov/2021-08/2021ReporttoCongressonImprovingInternationalFisheriesManagement.pdf",TRUE,FALSE
"412549057",NA,"ZHEPUYUANLENG7","BZV8S","CHN","carrier","carrier",2026-04-16 13:16:15,"CHN","HONGKONG",4,14.42,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/606c8f6a6-6645-037c-5b33-06ddc94b269c?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
