DFO_VOI,ssvid,imo,poor_id,vessel_id,shipname,callsign,vessel_flag_best,vessel_class_best,geartype_best,trip_id,trip_start,start_port_iso3,start_port_label,trip_start_confidence,trip_duration_days,num_encounters,num_loitering,num_fishing
false,412329634,8775613,false,753aac8d7-7b8c-e8c2-c675-64dc9ffef33f,LU PENG YUANYU017,BZSD2,CHN,fishing,squid_jigger,412329634-753aac8d7-7b8c-e8c2-c675-64dc9ffef33f-018fc2e606b0,2024-05-29 05:50:06.000000 UTC,KOR,BUSAN,4,8.75,0,8,5
false,412329637,,false,a68db7a5f-fb14-6222-65e5-5fc7bc90ea41,LU RONG YUAN YU 899,,CHN,fishing,squid_jigger,412329637-a68db7a5f-fb14-6222-65e5-5fc7bc90ea41-0186b7c21b88,2023-03-06 16:29:57.000000 UTC,CHN,WEIHAI,3,458.29,0,0,0
false,412329637,,false,9a45f1d38-897e-3316-6296-b842ef1b7e10,LURONGYUANYU     899,BBIR2,CHN,fishing,squid_jigger,412329637-9a45f1d38-897e-3316-6296-b842ef1b7e10-018fa4385f88,2024-05-23 06:51:49.000000 UTC,KOR,BUSAN,4,14.71,0,9,6
false,412329638,8775326,false,eca1af533-31bd-12c3-45ef-a4412b3d7f7a,LU RONG YUAN YU 998,BBIR1,CHN,fishing,squid_jigger,412329638-eca1af533-31bd-12c3-45ef-a4412b3d7f7a-018fae4007d8,2024-05-25 05:36:23.000000 UTC,KOR,BUSAN,4,12.75,6,15,11
false,412329639,9736339,false,3834409fd-d2ca-0f07-9192-677ce5666ad5,LURONGYUANYUYUN158,BBZS3,CHN,carrier,carrier,412329639-3834409fd-d2ca-0f07-9192-677ce5666ad5-018dc862d200,2024-02-20 21:18:56.000000 UTC,CHN,SHIDAO,3,107.08,0,0,0
false,412329639,,false,629c894cc-ca6d-6a1f-aa1f-756f7cfa281e,LURONGYUANYUYUN158,BBZS3,CHN,carrier,carrier,412329639-629c894cc-ca6d-6a1f-aa1f-756f7cfa281e-018f81161860,2024-05-16 11:07:40.000000 UTC,CHN,SHIDAO,4,21.5,3,22,0
false,412329654,,false,d697f7dd4-4d6e-a828-ecda-47be9d5daf8c,LUPENGYUANYU027,BZSD5,CHN,fishing,squid_jigger,412329654-d697f7dd4-4d6e-a828-ecda-47be9d5daf8c-0188ed5333e8,2023-06-24 12:13:53.000000 UTC,CHN,PENGLAI,4,348.46,1,1,0
false,412329654,8775649,false,2fbb7e410-03b8-64e3-898c-5e05c66bf6df,LU PENG YUAN YU 027,BZSD5,CHN,fishing,squid_jigger,412329654-2fbb7e410-03b8-64e3-898c-5e05c66bf6df-018fbe6a36d8,2024-05-28 08:56:23.000000 UTC,KOR,BUSAN,4,9.63,0,0,0
true,412329655,9717448,false,a6a881d9a-a54f-f9f9-7761-f70f2b53cc70,LU HUANG YUAN YU 105,BZTE2,CHN,fishing,squid_jigger,412329655-a6a881d9a-a54f-f9f9-7761-f70f2b53cc70-018fae781b50,2024-05-25 06:37:38.000000 UTC,KOR,BUSAN,4,12.71,0,8,7
true,412329655,,false,740c73ea2-2585-be9d-3e69-660fbd574da6,,,CHN,fishing,squid_jigger,412329655-740c73ea2-2585-be9d-3e69-660fbd574da6-018cdde60ad0,2024-01-06 08:31:30.000000 UTC,CHN,ZOUSHAN,3,152.63,0,0,0
true,412329655,,false,fc7647dce-e804-3a76-7afc-7948adb1bc41,LU HUANG YUAN YU 105,BZTE2,CHN,fishing,squid_jigger,412329655-fc7647dce-e804-3a76-7afc-7948adb1bc41-0188433181d0,2023-05-22 11:21:38.000000 UTC,CHN,SHIDAO,3,381.5,0,0,0
true,412329656,9717450,false,3672d7168-814d-eeab-770e-143fcd530cdc,LU HUANG YUAN YU 106,BZTE3,CHN,fishing,squid_jigger,412329656-3672d7168-814d-eeab-770e-143fcd530cdc-018fadf25150,2024-05-25 04:11:30.000000 UTC,KOR,BUSAN,4,12.79,0,12,10
true,412329657,9717462,false,e3ea72a40-0055-598c-9bca-503726a7670b,LU HUANG YUAN YU 107,BZTE4,CHN,fishing,squid_jigger,412329657-e3ea72a40-0055-598c-9bca-503726a7670b-018fb449cab0,2024-05-26 09:44:46.000000 UTC,CHN,CHN-170,4,11.58,0,11,6
true,412329657,,false,fd050c863-3b7a-7734-0161-d61bee5f9a34,LU HUANG YUAN YU 107,BZTE4,CHN,fishing,squid_jigger,412329657-fd050c863-3b7a-7734-0161-d61bee5f9a34-018dfeeae740,2024-03-02 11:27:04.000000 UTC,CHN,ZHOUSHAN,3,96.5,0,0,0
true,412329658,,false,1a481296f-fa6b-6208-0d8f-5afac8dab5da,LU HUANG YUAN YU 108,BZTE5,CHN,fishing,squid_jigger,412329658-1a481296f-fa6b-6208-0d8f-5afac8dab5da-0186b6cf7e28,2023-03-06 12:04:57.000000 UTC,CHN,SHIDAO,3,458.46,0,0,0
true,412329658,9717474,false,ba5fd1665-5eae-a68e-1871-b38eb0011001,LU HUANG YUAN YU 108,BZTE5,CHN,fishing,squid_jigger,412329658-ba5fd1665-5eae-a68e-1871-b38eb0011001-018fb867de70,2024-05-27 04:56:06.000000 UTC,KOR,BUSAN,4,10.79,0,14,7
false,412330931,8775728,false,bd0d3bcd3-3c03-e966-95b6-0962e0e321a5,LUPENGYUANYU097,BZZY9,CHN,fishing,squid_jigger,412330931-bd0d3bcd3-3c03-e966-95b6-0962e0e321a5-018fa3c788d0,2024-05-23 04:48:34.000000 UTC,CHN,PENGLAI,4,14.79,0,11,10
false,412331041,,false,4e506a8dc-c188-0d6d-9792-b036494ab392,LU PENG YUAN YU 029,BZSD7,CHN,fishing,squid_jigger,412331041-4e506a8dc-c188-0d6d-9792-b036494ab392-018b82298cb8,2023-10-30 19:57:23.000000 UTC,SGP,SINGAPORE,3,220.17,0,0,0
false,412331041,8775663,false,952ed626b-b39e-6e5a-a25a-20ad7eba7fcc,LU PENG YUAN YU 029,BZSD7,CHN,fishing,squid_jigger,412331041-952ed626b-b39e-6e5a-a25a-20ad7eba7fcc-018fa3e03150,2024-05-23 05:15:30.000000 UTC,CHN,PENGLAI,4,14.75,0,10,4
false,412331049,8786478,false,ff22ec196-6fd1-824c-d27d-93c91953074d,LURONGYUANYUYUN 001,BZSU,CHN,carrier,carrier,412331049-ff22ec196-6fd1-824c-d27d-93c91953074d-018f225482f8,2024-04-28 01:31:55.000000 UTC,CHN,CHN-2351,4,39.92,16,45,0
true,412331054,,false,969c1daa5-5b58-297f-9fd2-8feac4af86a7,LU HUANG YUAN YU 115,BZTE6,CHN,fishing,squid_jigger,412331054-969c1daa5-5b58-297f-9fd2-8feac4af86a7-01873d99cf58,2023-04-01 16:15:03.000000 UTC,CHN,SHIDAO,3,432.29,0,0,0
true,412331054,9752929,false,5263f8b26-6e43-e917-d9c1-94247cc19180,LU HUANG YUAN YU 115,BZTE6,CHN,fishing,squid_jigger,412331054-5263f8b26-6e43-e917-d9c1-94247cc19180-018fc1e1b228,2024-05-29 01:05:45.000000 UTC,KOR,BUSAN,4,8.92,0,10,9
false,412331059,8775675,false,b1084cfa0-0c69-b422-7d66-11329f34ebdc,LU PENG YUAN YU 078,BZSD9,CHN,fishing,squid_jigger,412331059-b1084cfa0-0c69-b422-7d66-11329f34ebdc-018fb2b17770,2024-05-26 02:18:46.000000 UTC,KOR,BUSAN,4,11.88,0,11,8
true,412331087,8685478,false,6f6ef7057-7593-c762-8e08-696123260172,LU HUANG YUAN YU 117,BZTE8,CHN,fishing,squid_jigger,412331087-6f6ef7057-7593-c762-8e08-696123260172-018fbd7fb798,2024-05-28 04:40:15.000000 UTC,KOR,BUSAN,4,9.79,0,4,4
true,412331087,,false,a8bd76208-81c8-f2ea-de95-a75731cadec8,LU HUANG YUAN YU 117,BZTE8,CHN,fishing,squid_jigger,412331087-a8bd76208-81c8-f2ea-de95-a75731cadec8-018f859de688,2024-05-17 08:14:29.000000 UTC,CHN,ZHOUSHAN,3,20.63,0,0,0
false,412331146,,false,f0e3ad6d0-0fd8-4568-4f2d-34197fdaf806,LU PENG YUANYU 087,BZSG2,CHN,fishing,squid_jigger,412331146-f0e3ad6d0-0fd8-4568-4f2d-34197fdaf806-018ebd715cf8,2024-04-08 11:21:47.000000 UTC,CHN,PENGLAI,4,59.5,0,0,0
false,412331146,,false,1dd91093d-d71f-82ef-535f-60f6b2ec6863,LU PENG YUANYU 087,BZSG2,CHN,fishing,squid_jigger,412331146-1dd91093d-d71f-82ef-535f-60f6b2ec6863-01890f3ce788,2023-07-01 02:16:37.000000 UTC,CHN,PENGLAI,3,341.88,0,0,0
false,412331146,8775699,false,f11a9dc95-5524-2e40-4adf-3c439c615334,YONG FA 9,BZSG2,CHN,fishing,squid_jigger,412331146-f11a9dc95-5524-2e40-4adf-3c439c615334-018fc1f91e40,2024-05-29 01:31:20.000000 UTC,KOR,BUSAN,4,8.92,0,10,6
false,412331148,8775716,false,e01f31c42-2db2-8259-5729-d87c0ac0fa70,LU PENG YUAN YU 089,BZSG4,CHN,fishing,squid_jigger,412331148-e01f31c42-2db2-8259-5729-d87c0ac0fa70-018fb3c521c0,2024-05-26 07:19:52.000000 UTC,KOR,BUSAN,4,11.67,0,12,7
false,412331148,,false,aae1cb7a7-75b0-4e34-48bb-ada3b722fc6d,LU PENG YUAN YU 089,BZSG4,CHN,fishing,squid_jigger,412331148-aae1cb7a7-75b0-4e34-48bb-ada3b722fc6d-0190227ab710,2024-06-16 19:16:26.000000 UTC,CHN,PENGLAI,4,-9.79,0,0,0
false,412331167,,false,c3aef5bcf-ff1b-4305-a14a-1ad2fe47ab78,LURONGYUANYUYUN998,BCFD5,CHN,carrier,carrier,412331167-c3aef5bcf-ff1b-4305-a14a-1ad2fe47ab78-018f9984b028,2024-05-21 04:59:21.000000 UTC,CHN,TAIZHOU,4,16.79,7,27,0
false,412331486,8786466,false,99df0aba7-72a2-2ac9-c54b-99be9f6b782d,LURONGYUANYUYUN009,BCFI9,CHN,carrier,carrier,412331486-99df0aba7-72a2-2ac9-c54b-99be9f6b782d-018f71767df0,2024-05-13 10:19:02.000000 UTC,CHN,SHIDAO,4,24.54,6,33,37
false,412331486,,false,23b7272bd-dc05-be9e-c7c9-18bc8c69591b,LURONGYUANYUYUN009,BCFI9,CHN,carrier,carrier,412331486-23b7272bd-dc05-be9e-c7c9-18bc8c69591b-0185d1f58a40,2023-01-21 01:33:28.000000 UTC,SGP,SINGAPORE,4,502.92,0,1,3
false,412401580,,false,df173da56-670d-d2c3-f17a-8bc8053b1947,MING DA,,CHN,fishing,squid_jigger,412401580-df173da56-670d-d2c3-f17a-8bc8053b1947-018fa99177d0,2024-05-24 07:47:14.000000 UTC,CHN,CHN-170,4,13.67,0,6,1
false,412401580,,false,3afcd9a13-3144-c1c1-85e9-f4689f6a0711,MING DA,,CHN,fishing,squid_jigger,412401580-3afcd9a13-3144-c1c1-85e9-f4689f6a0711-01885296af38,2023-05-25 11:06:27.000000 UTC,CHN,NINGBO,4,378.5,0,76,5
false,412420807,,false,902691f7f-f94c-d8da-faf5-ca4e98a81d3c,PUYUAN868,BZ9V0,CHN,fishing,squid_jigger,412420807-902691f7f-f94c-d8da-faf5-ca4e98a81d3c-018faf083dc0,2024-05-25 09:15:04.000000 UTC,CHN,CHN-2289,4,12.58,0,6,5
false,412420807,,false,7a5772e7c-ceb1-03c1-167f-d8ac4e8667f4,PUYUAN 868,,CHN,fishing,squid_jigger,412420807-7a5772e7c-ceb1-03c1-167f-d8ac4e8667f4-018c6985e9a8,2023-12-14 18:10:33.000000 UTC,CHN,DIASHAN,4,175.21,0,0,0
true,412420954,,false,5931fb453-3ee1-27fb-1e13-969a65f91c6e,XINHAI1201,BZV2S,CHN,fishing,fishing,412420954-5931fb453-3ee1-27fb-1e13-969a65f91c6e-018ec25cbb68,2024-04-09 10:17:21.000000 UTC,CHN,CHN-170,4,58.54,0,81,69
true,412420956,,false,8a729bdb4-4720-774d-0b3d-215d2094cee9,XINHAI1202,BZV3S,CHN,fishing,fishing,412420956-8a729bdb4-4720-774d-0b3d-215d2094cee9-018ed05a4a50,2024-04-12 03:29:22.000000 UTC,KOR,BUSAN,4,55.83,0,35,5
true,412421008,,false,baa8c4c19-9961-d924-0860-1131b7e3e9d6,XIN HAI 1206,BZV4Z,CHN,fishing,fishing,412421008-baa8c4c19-9961-d924-0860-1131b7e3e9d6-018ed0a1c330,2024-04-12 04:47:26.000000 UTC,KOR,BUSAN,4,55.79,4,93,95
true,412421009,,true,b1c111030-017b-6b52-9c52-9b0e141d58b4,,,CHN,fishing,fishing,412421009-b1c111030-017b-6b52-9c52-9b0e141d58b4-0186c166aca8,2023-03-08 13:26:17.000000 UTC,CHN,ZHOUSHAN,3,456.42,0,0,0
true,412421009,,false,b40f5a27b-bd55-0f96-3b67-692247bb32b1,XINHAI1205,BZV3Z,CHN,fishing,fishing,412421009-b40f5a27b-bd55-0f96-3b67-692247bb32b1-018ed0501cd8,2024-04-12 03:18:15.000000 UTC,KOR,BUSAN,4,55.83,3,103,117
true,412421009,,false,f68eff757-7cc2-a7b0-b26f-16f0a4681e18,XIN HAI 1205,,CHN,fishing,fishing,412421009-f68eff757-7cc2-a7b0-b26f-16f0a4681e18-018ff0de7570,2024-06-07 04:04:22.000000 UTC,CHN,ZHOUSHAN,4,-0.17,0,0,0
true,412421011,,false,2e45ce64f-f565-8a0e-ee1e-0b059565e65c,XIN HAI 1208,BZV6Z,CHN,fishing,fishing,412421011-2e45ce64f-f565-8a0e-ee1e-0b059565e65c-018ec23adf70,2024-04-09 09:40:22.000000 UTC,CHN,CHN-170,4,58.58,4,100,100
true,412421011,,false,da2edb2b2-29f2-daaf-413e-bdabc0a1ee76,XIN HAI 1208,12222,CHN,fishing,fishing,412421011-da2edb2b2-29f2-daaf-413e-bdabc0a1ee76-01864ede7be8,2023-02-14 07:40:49.000000 UTC,CHN,DIASHAN,3,478.67,0,0,0
true,412421011,,false,82949b26c-ccca-0ab2-8d18-d1dcf0ffea80,XIN HAI 1208,,CHN,fishing,fishing,412421011-82949b26c-ccca-0ab2-8d18-d1dcf0ffea80-018669284038,2023-02-19 10:11:31.000000 UTC,CHN,ZHOUSHAN,3,473.54,0,0,0
true,412421012,,false,73304b604-4727-e368-9cc6-ecbb16ec4c7a,XINHAI1207,BZV5Z,CHN,fishing,fishing,412421012-73304b604-4727-e368-9cc6-ecbb16ec4c7a-018ec2a6b100,2024-04-09 11:38:08.000000 UTC,CHN,ZHOUSHAN,4,58.5,16,72,43
true,412421012,,false,f9ef4484f-fde6-d52b-8ca7-6282e14be6dc,XINHAI1207,,CHN,fishing,fishing,412421012-f9ef4484f-fde6-d52b-8ca7-6282e14be6dc-01868daef960,2023-02-26 12:25:00.000000 UTC,CHN,ZHOUSHAN,3,466.46,0,0,0
true,412421035,,false,5bc5be598-8be7-21c6-517e-b0b6eeeb5540,XIN HAI 1225,,CHN,fishing,fishing,412421035-5bc5be598-8be7-21c6-517e-b0b6eeeb5540-01867b2d1308,2023-02-22 22:09:57.000000 UTC,CHN,ZHOUSHAN,4,470.04,0,0,0
true,412421035,,false,920c1cd06-62cd-c834-4881-582b57f04169,XIN HAI 1225,BZW8E,CHN,fishing,fishing,412421035-920c1cd06-62cd-c834-4881-582b57f04169-018ed1c557b8,2024-04-12 10:05:55.000000 UTC,CHN,CHN-170,3,55.54,0,80,56
true,412421036,,false,c1726b6c5-56b8-130a-e03d-be93ebe73d49,XINHAI1227,BZW9E,CHN,fishing,fishing,412421036-c1726b6c5-56b8-130a-e03d-be93ebe73d49-01876497d5c8,2023-04-09 05:58:05.000000 UTC,CHN,ZHOUSHAN,3,424.75,0,0,0
true,412421036,8786820,false,7cb833166-68f5-c72c-a2cd-99075ef1e790,XIN HAI 1227,BZW9E,CHN,fishing,fishing,412421036-7cb833166-68f5-c72c-a2cd-99075ef1e790-018ec250e810,2024-04-09 10:04:26.000000 UTC,CHN,CHN-170,4,58.54,4,100,104
true,412421036,,false,1fd270b05-5cce-50dc-eaf6-b4c337cec1cd,XINHAI1227,,CHN,fishing,fishing,412421036-1fd270b05-5cce-50dc-eaf6-b4c337cec1cd-018594af6200,2023-01-09 04:00:00.000000 UTC,CHN,DIASHAN,3,514.79,0,0,0
true,412421075,,false,764b215dd-d77e-6464-2008-6e628c6eef0c,XIN HAI 1273,,CHN,fishing,fishing,412421075-764b215dd-d77e-6464-2008-6e628c6eef0c-0186e4152360,2023-03-15 07:03:56.000000 UTC,CHN,ZHOUSHAN,3,449.67,0,0,0
true,412421075,,false,84c14dc2c-c409-cbca-d694-f55fab531b97,XIN HAI 1273,BZW5L,CHN,fishing,fishing,412421075-84c14dc2c-c409-cbca-d694-f55fab531b97-018ed0f10440,2024-04-12 06:14:00.000000 UTC,KOR,BUSAN,4,55.71,2,92,86
true,412421076,8788062,false,26ed9cf93-3621-89ad-42a0-0506f802b1d9,XIN HAI 1235,BZW4L,CHN,fishing,fishing,412421076-26ed9cf93-3621-89ad-42a0-0506f802b1d9-018ed1d019a0,2024-04-12 10:17:40.000000 UTC,CHN,CHN-170,4,55.54,2,109,116
true,412421076,,false,b703f7882-28a5-7e0c-bbe9-080f45fa0e21,XINHAI1235,9758,CHN,fishing,fishing,412421076-b703f7882-28a5-7e0c-bbe9-080f45fa0e21-0185a11d7f18,2023-01-11 13:55:43.000000 UTC,CHN,ZHOUSHAN,3,512.42,0,0,0
true,412421076,,true,1f5fb5b9f-f1cf-7c82-fc1c-5473ee3db44d,,,CHN,fishing,fishing,412421076-1f5fb5b9f-f1cf-7c82-fc1c-5473ee3db44d-0185764806f0,2023-01-03 06:18:30.000000 UTC,CHN,DIASHAN,3,520.71,0,0,0
false,412421078,9829435,false,b15f599df-fc44-6897-6473-9c173f8d5f6f,ZHONG JU LENG1,BZW6L,CHN,carrier,carrier,412421078-b15f599df-fc44-6897-6473-9c173f8d5f6f-019023752c40,2024-06-16 23:50:00.000000 UTC,CHN,FUZHOU,3,-9.96,0,0,0
false,412439598,8782989,false,f9d099880-0201-6607-8047-3a1e30cbcf53,OU YA 28,BZ7VZ,CHN,fishing,squid_jigger,412439598-f9d099880-0201-6607-8047-3a1e30cbcf53-018fb8faa4a8,2024-05-27 07:36:25.000000 UTC,KOR,BUSAN,4,10.67,1,4,3
false,412439599,,false,82fa17e45-57e3-9051-e057-933917884e64,OUYATWENTYSEVEN,BZ6VZ,CHN,fishing,squid_jigger,412439599-82fa17e45-57e3-9051-e057-933917884e64-018fbc7befb0,2024-05-27 23:56:30.000000 UTC,KOR,BUSAN,4,10.0,1,14,7
false,412439599,,false,de405c6d9-9467-380f-ca66-78936a4d5fbb,OU YA 27,BZ6VZ,CHN,fishing,squid_jigger,412439599-de405c6d9-9467-380f-ca66-78936a4d5fbb-018f5826c558,2024-05-08 12:21:27.000000 UTC,CHN,SHIPU,3,29.46,0,0,0
false,412439599,,false,a06254a35-5088-2726-8dfd-571bde283c0f,OUYATWENTYSEVEN,,CHN,fishing,squid_jigger,412439599-a06254a35-5088-2726-8dfd-571bde283c0f-018f86277178,2024-05-17 10:44:43.000000 UTC,CHN,SHIPU,3,20.54,0,0,0
false,412439601,8782965,false,880aebb40-08ff-5175-6a20-66eb8ab41110,OUYA19,BZ5VZ,CHN,fishing,squid_jigger,412439601-880aebb40-08ff-5175-6a20-66eb8ab41110-018c9aa2f0f8,2023-12-24 07:03:39.000000 UTC,KOR,BUSAN,4,165.67,3,123,106
false,412439602,,false,53df54126-6deb-afff-7f74-962319765955,OUYA1,BZ4VZ,CHN,fishing,squid_jigger,412439602-53df54126-6deb-afff-7f74-962319765955-018c8aeb0fb0,2023-12-21 05:48:30.000000 UTC,KOR,BUSAN,4,168.75,1,110,96
false,412439617,9789221,false,6c1bac091-1093-4e9c-79be-10ae8114690a,YONG FA NO.5,BZV5Y,CHN,fishing,fishing,412439617-6c1bac091-1093-4e9c-79be-10ae8114690a-018fb3f63ff8,2024-05-26 08:13:31.000000 UTC,KOR,BUSAN,4,11.63,0,10,21
false,412439617,,false,355ed3cbd-d282-ffa6-98ef-da37dbc8f728,YONG FA NO.5,BZV5Y,CHN,fishing,fishing,412439617-355ed3cbd-d282-ffa6-98ef-da37dbc8f728-01882d8d54a8,2023-05-18 06:30:17.000000 UTC,CHN,ZHOUSHAN,3,385.71,0,0,0
false,412439761,,false,8f5548fd3-3c62-088d-bb7f-45668b2f3887,,,CHN,fishing,squid_jigger,412439761-8f5548fd3-3c62-088d-bb7f-45668b2f3887-018d6ebbe098,2024-02-03 11:30:23.000000 UTC,CHN,SHIPU,4,124.5,0,0,0
false,412439761,,false,092c5d967-7bf9-b991-ba3d-261b45e6a0cf,YONG FA 6,BZW3B,CHN,fishing,squid_jigger,412439761-092c5d967-7bf9-b991-ba3d-261b45e6a0cf-018774f32300,2023-04-12 10:11:44.000000 UTC,CHN,ZHOUSHAN,3,421.54,0,0,0
false,412439761,9807449,false,abb3fd18f-fdec-2b95-afbc-f554eb3ac664,YONG FA 6,BZW3B,CHN,fishing,squid_jigger,412439761-abb3fd18f-fdec-2b95-afbc-f554eb3ac664-018fb3f09aa8,2024-05-26 08:07:21.000000 UTC,KOR,BUSAN,4,11.63,0,14,8
false,412440241,,false,594becc22-2035-fa55-c189-191bafbc2655,FU YUAN YU 658,,CHN,fishing,fishing,412440241-594becc22-2035-fa55-c189-191bafbc2655-018cb07104b0,2023-12-28 12:40:46.000000 UTC,CHN,QUANZHOU,3,161.46,0,0,0
false,412440241,,false,08fafdf59-9c44-d992-a56b-78856f72f38f,FUYUANYU658,BVKQ8,CHN,fishing,fishing,412440241-08fafdf59-9c44-d992-a56b-78856f72f38f-018e7e19b9d8,2024-03-27 04:09:59.000000 UTC,KOR,BUSAN,4,71.79,4,141,148
