mmsi
355789000
563091000
477266700
636019733
994160003
412420954
338121000
412549493
636020476
299504
212000000
538010461
538008974
412440478
994162789
353601000
777333002
477150800
311008600
636021335
215658000
356923000
431000860
777478506
431200970
371103000
370209000
477148700
111437818
994078313
636023397
354850000
416497000
636093041
994078011
903000013
311001134
4002896
994161813
311921000
431494000
255915618
994162779
431600220
412440243
777478509
432669000
636012808
219155000
412549137
416002938
431004618
352608000
477219900
994145103
538006704
255806362
636092927
566800001
477969400
372724000
257820000
777333007
440076000
412440423
440048000
412421009
412440698
311002900
412209138
412440807
777478518
538090382
932600006
60601801
412440483
898000010
257565000
499500013
355705000
257145000
229382000
412440252
60601805
538008601
636015875
566800002
352649000
372974000
265012000
431700850
412421076
636018723
994006210
353579000
255915619
412209136
776666820
994006215
412329656
412421011
563182400
287503
538009550
111437810
477832500
353592000
354437000
477909100
898000006
666002
412549556
352002746
477127900
287537
60601806
928003014
412440654
919124013
412440684
563186200
440260000
111437813
403503000
275603
431864000
416000855
351592000
477700500
477714700
477045400
412440754
994162788
538003274
873221550
538007681
538008153
431000840
477942100
563377000
209388000
538010762
352001160
566821000
994006207
538005866
352002496
777478511
903000010
287540
412331059
538008667
431704510
928003014
369527000
994161817
412549355
538007472
369339000
898000011
412440515
666010
777478514
372390000
563023500
852308007
431500130
928003010
777478509
477293900
981663016
374773000
888000342
416468000
249451000
538006227
412549267
412699820
373363000
477181200
636011212
352369000
994145109
923949005
431027000
311040600
416001252
666005
412440249
431200060
994006210
416227800
538009830
412549507
994006207
431700574
412209139
235113772
563210600
412329655
412440655
352822000
898000011
431667000
996026007
994162780
563122800
351819000
994035106
311000321
477909700
538010759
354739000
355886000
219598000
932600007
636015251
666013
636021821
412549371
412440478
273297120
412331167
636018037
636020984
432989000
992805405
994162782
538005175
431801390
666009
996026002
431833000
994160108
116800001
538008936
257712000
477854700
636015173
666012
477243500
441310000
219249000
351328000
287532
898000015
116800002
416070700
374192000
477348300
636021771
477528400
412440482
287503
248238000
932600010
371559000
928003011
563091800
372945000
538006059
636020347
412549358
247186500
636022464
370313000
304883000
994078309
218427000
994006209
219153000
353720000
273219690
994167902
636021211
431058000
370363000
412200083
636021823
538007854
499500010
351757000
777478507
636020684
636021548
255806342
538006720
928007608
994160010
994145106
636020776
563153700
636018611
477652100
932600012
372548000
431704470
932600014
898000007
431000820
567614000
412331148
44318662
994078002
10002896
538009954
373398000
538010428
299502
431673000
220008000
419001852
215721000
852308010
512008543
852308013
412549487
477625300
311000131
432624000
538007024
416002117
232024771
636019523
636018700
249758000
100902447
111222334
477271400
412440245
994078314
412549496
636022760
636019983
994167880
903666610
3536814
432712000
235093569
412329637
111437814
112218
431255000
257375000
356718000
538007414
412440484
636021206
311054400
215966000
299504
287526
477770700
222222202
416003315
563000100
412549038
416001414
352002049
994052104
565503000
412549488
538005746
566942000
370413000
666011
412549375
311000322
412549135
374136000
412329641
477681400
210185000
538005607
872023026
431378000
898000001
563168500
287538
372158000
564796000
919124003
356565000
416003063
538007362
477392800
996026001
352002460
852308012
538006005
431312000
563144300
994006214
432906000
367535950
412420465
372759000
994006211
353155000
564407000
431079000
373263000
249515000
538006813
416003205
636019388
563203300
776666815
564254000
283708
228342900
477948800
283713
352787000
928007609
8002896
419000160
636011288
566800010
890666606
994160015
287539
432651000
287525
311003200
636022680
412209143
412440682
311000458
287503
777478512
372747000
538007628
370852000
563178500
932600008
636013644
431001010
538009730
477392300
351184000
563689000
636018237
563200400
903666610
416004186
412549057
563048400
538009984
636021212
636017740
355623000
994006214
852308005
981663018
219068000
412421012
356117000
220416000
666005
413263240
538007101
538009762
919124012
994145105
356950000
431043000
412549501
273434310
416467000
477915900
373285000
266283000
994145105
666003
777478518
666006
111437820
441120000
412549374
538010352
563006800
372924000
636020909
865168003
903666611
538009871
994145102
273619760
636021190
477166600
11002896
538009284
367578740
412549292
412439601
538006542
431517000
412549088
287534
431700350
994160010
777333003
477607700
994035110
287534
994035107
353639000
236607000
416002222
440161000
441713000
994006207
636021177
538004987
431814000
412440513
636018848
273339660
994078003
412699220
565570000
994162777
776666822
352002747
412209135
229779000
283709
273810100
357104000
898000012
477524700
538005112
932600015
372941000
412421035
776666805
257758000
368473000
890666614
416002804
416236800
636020497
477360800
412421008
412440681
414639000
636015175
416002826
373774000
412440244
356320000
416004262
666003
111437817
351327000
60000008
900011
431560000
357726000
370024000
932600012
353989000
416000237
900029433
440855000
566555000
538008889
903666610
919124009
247376300
777478511
994145105
477103900
111222334
636023083
994145101
994160009
374282000
777478502
246494000
431786000
60601802
563172700
994167862
994167901
371618000
311000104
994160168
563130400
412331146
636015771
416002201
777478511
374875000
636019986
994160006
636022700
431653000
111437810
994160012
994162784
232018900
477871500
356611000
413349820
923949005
636019170
219840000
412549528
235102679
111222333
994167864
928003011
353619000
477220200
477153500
416002799
431600276
352002455
5002896
111222310
994145107
432907000
777478511
852308009
566800013
412549473
352002693
477264900
374042000
257087080
441357000
928007610
994167918
211580025
994078004
903666609
777333001
338273000
111222334
412421075
994078301
477969700
441188000
353051000
273290040
566510000
412440478
538008252
416000146
636016445
352002095
636019988
477625700
928005018
563196300
636018069
412440254
636014285
636020775
412420956
412331054
374993000
994162785
994078311
636016658
994167861
431701760
994000001
555000004
219486000
994167867
865168001
994160007
994162781
351954000
412421168
463041101
374788000
305462000
636018238
994078005
563050800
538005240
416002291
538007824
412440253
249294000
431800050
431223000
412549491
269095000
372514000
563192300
919124011
441222000
994078315
431783000
636021207
112217
90366606
898000004
431171000
431200000
566264000
477975000
219029208
416002998
872023025
477836900
932600009
412440246
111437812
431335000
354022000
994167866
538005258
994006213
412331087
477723900
777478516
538004715
355297000
538005902
372346000
898000011
372424000
258975000
777478512
477845600
477141600
111437813
994145104
249769000
563028800
994160014
416002216
416004363
872023027
311001026
636017934
3536815
60601803
431578000
919124007
311001205
932600006
232005596
351544000
416233800
538005544
992805408
440292000
928003010
538005303
563200100
431000582
412440697
852308016
3536823
412549495
3536819
111222335
412549037
564230000
370188000
356590000
229463000
477617600
60601805
412329634
636018843
994167868
566800007
636020536
538005058
563146400
539011
352001162
416002127
566800003
308726000
412440479
9002896
416002557
412209133
256676000
215077000
235061354
287200011
416001833
564458000
412549373
928003011
636015788
431030000
903666612
890666610
299502
112203
994167875
219031000
275602
299504
636093226
431573000
865168001
374854000
538005615
431747000
229464000
370967000
563123400
355146000
994145104
255900127
235086166
368127000
440093000
563170600
357299000
373733000
566800009
256163000
