Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,GD_sistership_MMSI,GD_sistership_IMO,vessel_id,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,Phase II New Vessel
ORYONG 325,440055000,9019509,KOR,6MNZ,591,53.52,1990,ACACIA NO. 51,drifting_longlines,BUSAN,"KOREA, SOUTH",SAJO INDUSTRIES CO LTD,SAJO SEAFOOD CO LTD,"KOREA, SOUTH",SAJO SEAFOOD CO LTD,SAJO SEAFOOD CO LTD,SAJO INDUSTRIES CO LTD,Sister Ship,,,Multiple,"ORYONG NO. 721 charged in the Marshall Islands for fishing without a license. Crew members reported abusive working and living conditions prior on the ORYONG NO. 501 prior to its sinking, where 50 crew were reporting missing. SAJO FAMILIA caught fishing without VMS in WCPFC Convention area. ORYONG NO. 316 had unrecorded trannshipment in WCPFC. ","[ORYONG NO. 721, ORYONG NO. 501, ORYONG NO. 735, SAJO FAMILIA, ORYONG NO. 316]","https://issuu.com/apilkorea/docs/tied_at_sea_english
https://web.archive.org/web/20210107173451/HTTPS://ISSUU.COM/GPSEOUL/DOCS/APR-2013-IUU-REPORT-KOR
https://web.archive.org/web/20200514074741/HTTPS://WWW.RNZ.CO.NZ/INTERNATIONAL/PACIFIC-NEWS/416285/EXPERT-FISHERIES-MANAGEMENT-101-WORKS-IN-MARSHALL-ISLANDS","[431701040, 440046000]","[9619323, 6412580, 7388504, 8815700, 8821369, 9042037]",ed3da61fa-a001-d367-6011-8efd29a1ae6b,FALSE,2025-04-28T21:37:00Z,8.08,MHL,MAJURO,FALSE,FALSE,FALSE,FALSE,3,5,5,https://globalfishingwatch.org/map/vessel/ed3da61fa-a001-d367-6011-8efd29a1ae6b?&start=2025-04-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549217:1694048533:3390876:1324385,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1,0,4,0,0,0,0,1,0,4,0,0,0,0,1,0,4,0,0,0,
HANARO,373417000,9133317,PAN,H3RL,4490,120.75,1996,HARIMA 2,carrier,PANAMA,"KOREA, SOUTH",DONGWON INDUSTRIES CO LTD,SEALAND TRADING SERVICE CORP,PANAMA,DONGWON INDUSTRIES CO LTD,DONGWON INDUSTRIES CO LTD,DONGWON INDUSTRIES CO LTD,Sister Ship,,,IUU,"DONGSAN observed intentionally discarding fish while fishing in South Pacific. ADRIA caught fishing without authorization, unreporting, document forgery in Liberia EEZ. TONINA NO.5 formerly listed on ICCAT IUU list for fishing in the Mediterranean without a license","[ADRIA, TONINA NO. 5, DONGSAN]","Internal C4 Sources available upon request
https://iuu-vessels.org/Vessel/GetVessel/c2b0822f-7f0e-4434-8493-51eb2b02a196
","[441734000, 440645000]","[7410242, 9001423, 8919489]",328ffb00e-e3fc-63c2-59aa-ef993d6106e2,FALSE,2025-04-24T10:14:00Z,12.54,KOR,BUSAN,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/328ffb00e-e3fc-63c2-59aa-ef993d6106e2?&start=2025-04-22&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:441650000:1681360158:147801:826752,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
LURONGYUANYU306,412549137,9896672,CHN,BZZU8,899,53.98,2019,,fishing,"SHIDAO, SHANDONG",CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY, ,Sister Ship,,,Transmission,The Lu Rong Yuan Yu 696 diabled its AIS twice for 180 hours (7.5 days) in March-April 2020 and for 304 hours (12.67 days) April 2020 in the South Atlantic.,,https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-696,,,8a91a894c-c97e-d8b2-6845-fd34e48dc13f,FALSE,2025-03-28T07:18:00Z,39.67,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,24,12,https://globalfishingwatch.org/map/vessel/8a91a894c-c97e-d8b2-6845-fd34e48dc13f?&start=2025-03-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367536260:1698168400:899012:1197615,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
LU RONG YUAN YU 303,412549135,9895381,CHN,BZZU6,899,53.98,2019,,fishing,"SHIDAO, SHANDONG",CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY, ,Sister Ship,,,Transmission,The Lu Rong Yuan Yu 696 diabled its AIS twice for 180 hours (7.5 days) in March-April 2020 and for 304 hours (12.67 days) April 2020 in the South Atlantic.,,https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-696,,,733973421-17ee-8d5c-92b4-036314d53725,FALSE,2025-03-28T21:14:00Z,39.08,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,51,43,https://globalfishingwatch.org/map/vessel/733973421-17ee-8d5c-92b4-036314d53725?&start=2025-03-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368030050:1596633509:439467:1229232,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
LURONGYUANYU313,412549138,9896658,CHN,BZZU9,899,53.98,2019,,fishing,"SHIDAO, SHANDONG",CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY, ,Sister Ship,,,Transmission,The Lu Rong Yuan Yu 696 diabled its AIS twice for 180 hours (7.5 days) in March-April 2020 and for 304 hours (12.67 days) April 2020 in the South Atlantic.,,https://b2p.theoutlawocean.com/vessels/lu-rong-yuan-yu-696,,,78c85d12e-e26c-d7c5-da14-04e3582b0804,FALSE,2025-03-28T07:06:00Z,39.67,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,47,39,https://globalfishingwatch.org/map/vessel/78c85d12e-e26c-d7c5-da14-04e3582b0804?&start=2025-03-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368274760:1690599766:917363:1203970,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
LURONGYUANYUYUN168,412329641,8684101,CHN,BBZS4,2244,85.99,2014,,carrier,"SHIDAO, SHANDONG",CHINA, ,SHANDONG LANYUE OCEAN FISHERY,CHINA,SHANDONG LANYUE OCEAN FISHERY,SHANDONG LANYUE OCEAN FISHERY, ,Sister Ship,,,Human Rights / Forced Labor,Crew members on the LU RONG YUAN YU 118 and LU RONG YUAN YU 139 reported multiple forced labor indicators,,https://web.archive.org/web/20210601160526/HTTPS://WWW.GREENPEACE.ORG/STATIC/PLANET4-SOUTHEASTASIA-STATELESS/2021/05/EF65BFE1-GREENPEACE-2021-FORCED-LABOUR-AT-SEA-DIGITAL_FINAL.PDF,,,d1db2627b-b53a-f828-a515-997ef208e5a5,FALSE,2025-04-23T04:11:00Z,13.79,CHN,SHIDAO,FALSE,TRUE,TRUE,TRUE,1,6,0,https://globalfishingwatch.org/map/vessel/d1db2627b-b53a-f828-a515-997ef208e5a5?&start=2025-04-21&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431914000:1677365840:3318099:1096345,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
MING TSAIR FA,416000499,8553053,TWN,BK7192,40,20.1,1993,MING HO YU,drifting_longlines,KAOHSIUNG,TAIWAN ,SHEU J-M,SHEU J-M,TAIWAN ,SHEU J-M,SHEU J-M, ,Sister Ship,,,IUU,MING TSAIR FA NO. 10 fined for innacurately reporting and improperly processing shark take,,https://en.fa.gov.tw/list.php?theme=Combating_IUU&subtheme=&page=1&,,,4c7d8aaac-c844-13bd-8bb1-3762a42ef83e,FALSE,2025-03-19T00:31:00Z,48.96,TWN,DONGGANG,FALSE,FALSE,FALSE,FALSE,0,5,0,https://globalfishingwatch.org/map/vessel/4c7d8aaac-c844-13bd-8bb1-3762a42ef83e?&start=2025-03-17&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431501786:1665123770:3411655:1270639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
PANALOX 502,440617000,8916360,KOR,DTAV2,644,55.09,1990,,drifting_longlines,BUSAN,"KOREA, SOUTH",SILLA CO LTD,SILLA CO LTD,"KOREA, SOUTH",SILLA CO LTD,SILLA CO LTD,SILLA CO LTD,Sister Ship,,,Other,Silla Co Ltd is the beneficial owner and operator of Kiribati-flagged PS MOAMAEU and MOAMARI - reports from the NGO Shark Guardian allege that the Captain of MOAMAEU bribed an observer to not report on the landing of a whale shark and discarding of undersized tuna; and MOAMARI set a net on a school of tuna associated with two live false killer whales,"[MOAMAEU, MOAMARI]",https://www.sharkguardian.org/post/slipping-through-the-net and https://www.sharkguardian.org/post/behind-the-msc-blue-tick,,,88027461d-d8bc-167f-01db-63f364fbd781,FALSE,2025-05-02T05:46:00Z,4.75,KOR,BUSAN,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/88027461d-d8bc-167f-01db-63f364fbd781?&start=2025-04-30&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440243:1533691620:2975273:1139251,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
TAIWA MARU NO.8,431116000,9185384,JPN,JNJY,379,56,1998,,drifting_longlines,"TOSA, KOCHI",JAPAN, ,TAIWA,JAPAN,TAIWA,TAIWA, ,Sister Ship,,,IUU,TAIWA MARU NO. 78 alleged fishing within a prohibited (artisanal) zone between 2012 and 2016 in Cape Verde,[TAIWA MARU NO. 78],C4ADS internal documents,[432306000],[9250593],f0ef856dc-c938-de71-5750-5fe6697160f8,FALSE,2025-04-19T04:15:00Z,17.79,NCL,NOUMEA,FALSE,FALSE,FALSE,FALSE,0,8,27,https://globalfishingwatch.org/map/vessel/f0ef856dc-c938-de71-5750-5fe6697160f8?&start=2025-04-17&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549357:1675821186:3016342:1182668,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,
FV.LUWEIYUANYUYUN777,412331208,8782654,CHN,BBIT7,3563,0,2015,,carrier,"WEIHAI, SHANDONG",CHINA,SHANDONG BAIMA FISHERY,WEIHAI HUANHAI AQUATIC,CHINA,WEIHAI HUANHAI AQUATIC,WEIHAI HUANHAI AQUATIC, ,Sister Ship,,,Human Rights / Forced Labor,"Vessel owners Weihai Huanhai and Shandong Baima were listed as the owners of the WEI YU 18 - this vessel was the subject of an Outlaw Ocean investigation that found forced labour conditions onboard, which resulted in the death of a crew member",WEI YU 18,https://www.seafoodsource.com/news/premium/supply-trade/calls-for-cbp-action-against-forced-labor-in-seafood-grow-in-wake-of-outlaw-ocean-report,,,c5a8ad39b-b454-cd67-101b-d51eeeb77a0f,FALSE,2025-04-25T14:24:00Z,11.38,CHN,SHIDAO,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/c5a8ad39b-b454-cd67-101b-d51eeeb77a0f?&start=2025-04-23&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440251:1681439717:3015855:1182635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
YI SHUN,416368000,8664826,TWN,BI2555,627,50.8,1999,HAU SHEN NO. 212,drifting_longlines,KAOHSIUNG,TAIWAN , ,WEN LC,TAIWAN ,WEN LC,WEN LC, ,Sister Ship,,,IUU,"Vessel owner Wen Li Chen was listed at the time as the owner of CHIN SHUN KUO, one of a number of vessels indicated to have had encounters with with unauthorised mini-reefer NEW BAI I NO. 168 in the ICCAT area in 2016 (NEW BAI I NO. 168 was subsequently IUU listed by ICCAT)- based on document found onboard the vessel",[CHIN SHUN KUO],TMT Internal,,,df349995f-f7f2-e360-a1fd-ceee9a3b1444,FALSE,2025-05-03T03:10:00Z,3.83,TWN,KAOHSIUNG,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/df349995f-f7f2-e360-a1fd-ceee9a3b1444?&start=2025-05-01&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440241:1664040167:3332541:1331365,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,
FUYUANYU663,412440485,8549375,CHN,BVJK8,1126,59.27,2014,,fishing,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor,,C4ADS internal source available upon request,,,47703cd58-8f0a-9e83-7678-edb72494c4ca,FALSE,2025-03-26T04:37:00Z,41.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,4,2,https://globalfishingwatch.org/map/vessel/47703cd58-8f0a-9e83-7678-edb72494c4ca?&start=2025-03-24&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412420453:1700973753:1022083:711588,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 665,412440487,8549399,CHN,BVJM8,1126,59.27,2014,,fishing,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor,,C4ADS internal source available upon request,,,f77941391-1047-90a3-f13c-e62b0d618bc0,FALSE,2025-04-15T23:36:00Z,21,CHN,QUANZHOU,FALSE,TRUE,TRUE,TRUE,0,1,0,https://globalfishingwatch.org/map/vessel/f77941391-1047-90a3-f13c-e62b0d618bc0?&start=2025-04-13&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412421033:1667599192:3509459:1112217,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU665,412440487,8549399,CHN,BVJM8,1126,59.27,2014,,fishing,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor,,C4ADS internal source available upon request,,,1945987e3-31f6-1277-a374-527afd864151,FALSE,2025-03-26T03:07:00Z,41.83,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,1,1,https://globalfishingwatch.org/map/vessel/1945987e3-31f6-1277-a374-527afd864151?&start=2025-03-24&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412421106:1632351893:990566:738133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 663,412440485,8549375,CHN,NA,1126,59.27,2014,,fishing,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor,,,,,1fded1999-9577-b9c3-dc30-3844666c5729,TRUE,2025-04-27T15:26:00Z,9.33,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/1fded1999-9577-b9c3-dc30-3844666c5729?&start=2025-04-25&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412421134:1629972250:268428:835434,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU YUN 65,412440515,8549404,CHN,BVKI8,3026,91.21,2015,,carrier,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 - C4ADS Internal reports show crew onboard vessel reported lack of appropriate pay / forced labor,,C4ADS internal source available upon request,,,df925f325-5425-98ec-3e65-642812a2a1ec,FALSE,2025-04-09T07:59:00Z,27.67,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,1,17,0,https://globalfishingwatch.org/map/vessel/df925f325-5425-98ec-3e65-642812a2a1ec?&start=2025-04-07&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412439756:1509503748:983187:722214,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU664,412440486,8549387,CHN,BVJL8,1126,59.27,2014,,fishing,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay,,C4ADS internal documents,,,df47505c6-6e70-37da-1a42-1b8fa8844fb2,FALSE,2025-03-26T08:38:00Z,41.63,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,30,13,https://globalfishingwatch.org/map/vessel/df47505c6-6e70-37da-1a42-1b8fa8844fb2?&start=2025-03-24&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440485:1679569146:2986714:1146329,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 660,412440482,8549349,CHN,BVGL8,1126,59.27,2014,,fishing,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay,,C4ADS internal documents,,,aff2c5c6e-eba7-e2ce-24a0-74487a26a9d5,FALSE,2025-04-23T14:16:00Z,13.38,CHN,QUANZHOU,FALSE,TRUE,TRUE,TRUE,0,2,0,https://globalfishingwatch.org/map/vessel/aff2c5c6e-eba7-e2ce-24a0-74487a26a9d5?&start=2025-04-21&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440485:1679569146:2986714:1146329,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU660,412440482,8549349,CHN,BVGL8,1126,59.27,2014,,fishing,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay,,C4ADS internal documents,,,47f692d02-20bb-3607-4104-99f666388b5c,FALSE,2025-03-26T08:58:00Z,41.63,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,5,3,https://globalfishingwatch.org/map/vessel/47f692d02-20bb-3607-4104-99f666388b5c?&start=2025-03-24&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440487:1679844077:2986708:1146332,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU662,412440484,8549363,CHN,BVJJ8,1126,59.27,2014,,fishing,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay,,C4ADS internal documents,,,0a51c1af7-7fcf-a948-6f31-95cc874c1bde,FALSE,2025-03-21T10:00:00Z,46.54,CHN,XIAMEN,FALSE,TRUE,TRUE,TRUE,1,54,51,https://globalfishingwatch.org/map/vessel/0a51c1af7-7fcf-a948-6f31-95cc874c1bde?&start=2025-03-19&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440515:1557138961:2991027:1148962,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,
FU YUAN YU 660,412440482,8549349,CHN,NA,1126,59.27,2014,,fishing,"FUZHOU, FUJIAN",CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC,CHINA,XIAMEN YONGXUN OCEANIC,XIAMEN YONGXUN OCEANIC, ,Sister Ship,,,Human Rights / Forced Labor,FU YUAN YU 661 brought dead crew member to shore 01-06-2019. C4ADS internal documents have crew member reports of forced labor and lack of appropriate pay,,C4ADS internal documents,,,f6d4e7b58-80f9-cd7c-5225-d6f70899b7fa,TRUE,2025-04-02T00:06:00Z,34.96,CHN,QUANZHOU,FALSE,TRUE,TRUE,TRUE,0,2,0,https://globalfishingwatch.org/map/vessel/f6d4e7b58-80f9-cd7c-5225-d6f70899b7fa?&start=2025-03-31&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:416005826:1619170922:79808:918291,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
